Voltage U1	Corriente IA
7,00	0,55
7,03	0,47
7,05	0,45
7,08	0,45
7,10	0,39
7,13	0,49
7,15	0,47
7,17	0,54
7,20	0,49
7,22	0,48
7,25	0,51
7,27	0,42
7,30	0,45
7,32	0,39
7,35	0,41
7,37	0,39
7,39	0,38
7,42	0,45
7,44	0,44
7,47	0,53
7,49	0,46
7,52	0,46
7,54	0,44
7,57	0,39
7,59	0,41
7,61	0,35
7,64	0,41
7,66	0,40
7,69	0,38
7,71	0,43
7,74	0,41
7,76	0,50
7,78	0,45
7,81	0,46
7,83	0,41
7,86	0,38
7,88	0,39
7,91	0,35
7,93	0,43
7,96	0,42
7,98	0,46
8,00	0,44
8,03	0,43
8,05	0,52
8,08	0,47
8,10	0,49
8,13	0,44
8,15	0,47
8,18	0,43
8,20	0,38
8,22	0,47
8,25	0,48
8,27	0,49
8,30	0,52
8,32	0,51
8,35	0,54
8,37	0,48
8,40	0,51
8,42	0,45
8,44	0,49
8,47	0,49
8,49	0,47
8,52	0,54
8,54	0,52
8,57	0,61
8,59	0,56
8,62	0,57
8,64	0,57
8,66	0,53
8,69	0,55
8,71	0,49
8,74	0,55
8,76	0,55
8,79	0,58
8,81	0,63
8,84	0,64
8,86	0,74
8,88	0,68
8,91	0,69
8,93	0,64
8,96	0,62
8,98	0,63
9,01	0,57
9,03	0,65
9,05	0,65
9,08	0,72
9,10	0,72
9,13	0,74
9,15	0,81
9,18	0,75
9,20	0,77
9,23	0,73
9,25	0,74
9,27	0,75
9,30	0,72
9,32	0,82
9,35	0,82
9,37	0,93
9,40	0,89
9,42	0,90
9,45	0,94
9,47	0,86
9,49	0,89
9,52	0,83
9,54	0,91
9,57	0,90
9,59	0,92
9,62	0,98
9,64	0,97
9,67	1,09
9,69	1,03
9,71	1,06
9,74	1,03
9,76	0,99
9,79	1,01
9,81	0,94
9,84	1,05
9,86	1,06
9,89	1,12
9,91	1,17
9,93	1,17
9,96	1,28
9,98	1,21
10,01	1,25
10,03	1,17
10,06	1,19
10,08	1,21
10,10	1,15
10,13	1,28
10,15	1,28
10,18	1,38
10,20	1,37
10,23	1,37
10,25	1,46
10,28	1,38
10,30	1,43
10,32	1,34
10,35	1,41
10,37	1,43
10,40	1,41
10,42	1,53
10,45	1,54
10,47	1,67
10,50	1,59
10,52	1,61
10,54	1,62
10,57	1,57
10,59	1,62
10,62	1,52
10,64	1,65
10,67	1,66
10,69	1,70
10,72	1,79
10,74	1,79
10,76	1,96
10,79	1,86
10,81	1,89
10,84	1,83
10,86	1,81
10,89	1,84
10,91	1,75
10,94	1,93
10,96	1,93
10,98	2,06
11,01	2,10
11,03	2,11
11,06	2,24
11,08	2,16
11,11	2,24
11,13	2,13
11,15	2,19
11,18	2,22
11,20	2,17
11,23	2,36
11,25	2,38
11,28	2,58
11,30	2,55
11,33	2,59
11,35	2,68
11,37	2,60
11,40	2,68
11,42	2,54
11,45	2,69
11,47	2,69
11,50	2,70
11,52	2,83
11,55	2,81
11,57	3,02
11,59	2,87
11,62	2,89
11,64	2,81
11,67	2,73
11,69	2,73
11,72	2,54
11,74	2,69
11,77	2,63
11,79	2,68
11,81	2,68
11,84	2,64
11,86	2,72
11,89	2,49
11,91	2,46
11,94	2,24
11,96	2,16
11,99	2,09
12,01	1,94
12,03	2,06
12,06	1,98
12,08	2,07
12,11	2,00
12,13	1,97
12,16	1,97
12,18	1,82
12,21	1,78
12,23	1,61
12,25	1,62
12,28	1,58
12,30	1,52
12,33	1,59
12,35	1,56
12,38	1,66
12,40	1,58
12,42	1,58
12,45	1,59
12,47	1,49
12,50	1,50
12,52	1,35
12,55	1,41
12,57	1,41
12,60	1,40
12,62	1,45
12,64	1,46
12,67	1,56
12,69	1,47
12,72	1,48
12,74	1,46
12,77	1,41
12,79	1,44
12,82	1,34
12,84	1,44
12,86	1,44
12,89	1,48
12,91	1,52
12,94	1,53
12,96	1,62
12,99	1,53
13,01	1,56
13,04	1,50
13,06	1,48
13,08	1,49
13,11	1,44
13,13	1,55
13,16	1,55
13,18	1,64
13,21	1,65
13,23	1,65
13,26	1,72
13,28	1,64
13,30	1,70
13,33	1,61
13,35	1,65
13,38	1,67
13,40	1,63
13,43	1,72
13,45	1,71
13,47	1,83
13,50	1,79
13,52	1,82
13,55	1,85
13,57	1,82
13,60	1,86
13,62	1,76
13,65	1,87
13,67	1,87
13,69	1,88
13,72	1,96
13,74	1,97
13,77	2,09
13,79	2,02
13,82	2,06
13,84	2,04
13,87	2,01
13,89	2,05
13,91	1,97
13,94	2,09
13,96	2,10
13,99	2,19
14,01	2,23
14,04	2,25
14,06	2,35
14,09	2,26
14,11	2,32
14,13	2,23
14,16	2,25
14,18	2,29
14,21	2,24
14,23	2,37
14,26	2,37
14,28	2,49
14,31	2,49
14,33	2,50
14,35	2,59
14,38	2,54
14,40	2,60
14,43	2,50
14,45	2,60
14,48	2,62
14,50	2,59
14,52	2,71
14,55	2,71
14,57	2,88
14,60	2,81
14,62	2,87
14,65	2,89
14,67	2,85
14,70	2,92
14,72	2,82
14,74	2,95
14,77	2,99
14,79	3,06
14,82	3,14
14,84	3,15
14,87	3,32
14,89	3,20
14,92	3,26
14,94	3,21
14,96	3,22
14,99	3,26
15,01	3,19
15,04	3,38
15,06	3,39
15,09	3,54
15,11	3,59
15,14	3,60
15,16	3,70
15,18	3,58
15,21	3,64
15,23	3,52
15,26	3,60
15,28	3,67
15,31	3,65
15,33	3,85
15,36	3,86
15,38	4,06
15,40	4,03
15,43	4,05
15,45	4,10
15,48	4,02
15,50	4,09
15,53	3,94
15,55	4,11
15,57	4,15
15,60	4,22
15,62	4,37
15,65	4,40
15,67	4,66
15,70	4,58
15,72	4,65
15,75	4,64
15,77	4,63
15,79	4,72
15,82	4,60
15,84	4,84
15,87	4,90
15,89	5,09
15,92	5,22
15,94	5,29
15,97	5,57
15,99	5,48
16,01	5,62
16,04	5,58
16,06	5,68
16,09	5,78
16,11	5,74
16,14	6,04
16,16	6,09
16,19	6,40
16,21	6,45
16,23	6,53
16,26	6,71
16,28	6,57
16,31	6,70
16,33	6,51
16,36	6,68
16,38	6,71
16,41	6,68
16,43	6,87
16,45	6,80
16,48	7,04
16,50	6,85
16,53	6,83
16,55	6,74
16,58	6,55
16,60	6,47
16,63	6,09
16,65	6,18
16,67	6,03
16,70	5,99
16,72	5,93
16,75	5,79
16,77	5,84
16,80	5,48
16,82	5,37
16,84	5,10
16,87	4,91
16,89	4,73
16,92	4,45
16,94	4,47
16,97	4,29
16,99	4,30
17,02	4,18
17,04	4,10
17,06	4,08
17,09	3,86
17,11	3,81
17,14	3,61
17,16	3,55
17,19	3,45
17,21	3,34
17,24	3,40
17,26	3,32
17,28	3,38
17,31	3,34
17,33	3,30
17,36	3,31
17,38	3,18
17,41	3,18
17,43	3,05
17,46	3,07
17,48	3,05
17,50	3,02
17,53	3,09
17,55	3,05
17,58	3,16
17,60	3,07
17,63	3,07
17,65	3,06
17,68	3,00
17,70	3,02
17,72	2,91
17,75	3,00
17,77	2,99
17,80	3,01
17,82	3,07
17,85	3,06
17,87	3,17
17,89	3,10
17,92	3,11
17,94	3,07
17,97	3,06
17,99	3,09
18,02	3,00
18,04	3,13
18,07	3,14
18,09	3,23
18,11	3,25
18,14	3,27
18,16	3,38
18,19	3,28
18,21	3,31
18,24	3,26
18,26	3,30
18,29	3,31
18,31	3,29
18,33	3,42
18,36	3,43
18,38	3,54
18,41	3,53
18,43	3,54
18,46	3,60
18,48	3,52
18,51	3,58
18,53	3,49
18,55	3,58
18,58	3,60
18,60	3,61
18,63	3,72
18,65	3,72
18,68	3,88
18,70	3,84
18,73	3,89
18,75	3,89
18,77	3,86
18,80	3,92
18,82	3,82
18,85	3,95
18,87	3,96
18,90	4,04
18,92	4,10
18,94	4,11
18,97	4,28
18,99	4,22
19,02	4,27
19,04	4,25
19,07	4,27
19,09	4,32
19,12	4,25
19,14	4,39
19,16	4,40
19,19	4,53
19,21	4,54
19,24	4,58
19,26	4,70
19,29	4,62
19,31	4,70
19,34	4,62
19,36	4,71
19,38	4,75
19,41	4,74
19,43	4,91
19,46	4,92
19,48	5,09
19,51	5,08
19,53	5,13
19,56	5,19
19,58	5,13
19,60	5,20
19,63	5,11
19,65	5,25
19,68	5,28
19,70	5,38
19,73	5,51
19,75	5,51
19,78	5,72
19,80	5,65
19,82	5,70
19,85	5,69
19,87	5,68
19,90	5,75
19,92	5,66
19,95	5,85
19,97	5,88
19,99	6,04
20,02	6,13
20,04	6,17
20,07	6,36
20,09	6,26
20,12	6,32
20,14	6,24
20,17	6,30
20,19	6,36
20,21	6,34
20,24	6,58
20,26	6,61
20,29	6,83
20,31	6,85
20,34	6,90
20,36	7,05
20,39	6,95
20,41	7,05
20,43	6,97
20,46	7,14
20,48	7,22
20,51	7,30
20,53	7,55
20,56	7,63
20,58	7,93
20,61	7,92
20,63	8,06
20,65	8,17
20,68	8,18
20,70	8,27
20,73	8,19
20,75	8,48
20,78	8,58
20,80	8,79
20,83	9,13
20,85	9,26
20,87	9,66
20,90	9,67
20,92	9,89
20,95	9,94
20,97	10,07
21,00	10,23
21,02	10,17
21,05	10,52
21,07	10,60
21,09	10,91
21,12	11,02
21,14	11,11
21,17	11,39
21,19	11,23
21,22	11,37
21,24	11,18
21,26	11,29
21,29	11,28
21,31	11,16
21,34	11,35
21,36	11,25
21,39	11,44
21,41	11,21
21,44	11,10
21,46	10,98
21,48	10,64
21,51	10,51
21,53	10,03
21,56	10,02
21,58	9,74
21,61	9,53
21,63	9,43
21,66	9,22
21,68	9,25
21,70	8,84
21,73	8,69
21,75	8,39
21,78	8,11
21,80	7,89
21,83	7,53
21,85	7,51
21,88	7,29
21,90	7,23
21,92	7,12
21,95	6,99
21,97	7,00
22,00	6,72
22,02	6,64
22,05	6,41
22,07	6,28
22,10	6,16
22,12	5,95
22,14	5,98
22,17	5,86
22,19	5,89
22,22	5,80
22,24	5,74
22,27	5,74
22,29	5,57
22,31	5,54
22,34	5,36
22,36	5,33
22,39	5,28
22,41	5,16
22,44	5,21
22,46	5,15
22,49	5,24
22,51	5,15
22,53	5,14
22,56	5,15
22,58	5,04
22,61	5,04
22,63	4,93
22,66	5,00
22,68	4,96
22,71	4,97
22,73	5,03
22,75	5,01
22,78	5,13
22,80	5,06
22,83	5,09
22,85	5,06
22,88	5,01
22,90	5,04
22,93	4,93
22,95	5,05
22,97	5,07
23,00	5,13
23,02	5,20
23,05	5,21
23,07	5,33
23,10	5,25
23,12	5,29
23,15	5,23
23,17	5,24
23,19	5,27
23,22	5,22
23,24	5,36
23,27	5,35
23,29	5,48
23,32	5,51
23,34	5,54
23,36	5,65
23,39	5,57
23,41	5,64
23,44	5,56
23,46	5,65
23,49	5,69
23,51	5,68
23,54	5,81
23,56	5,82
23,58	5,95
23,61	5,92
23,63	5,98
23,66	6,04
23,68	6,00
23,71	6,08
23,73	6,00
23,76	6,16
23,78	6,18
23,80	6,24
23,83	6,35
23,85	6,36
23,88	6,53
23,90	6,48
23,93	6,55
23,95	6,56
23,98	6,57
24,00	6,64
24,02	6,58
24,05	6,76
24,07	6,81
24,10	6,94
24,12	7,00
24,15	7,04
24,17	7,18
24,20	7,09
24,22	7,20
24,24	7,15
24,27	7,22
24,29	7,29
24,32	7,26
24,34	7,44
24,37	7,48
24,39	7,65
24,42	7,65
24,44	7,70
24,46	7,81
24,49	7,73
24,51	7,86
24,54	7,79
24,56	7,96
24,59	8,04
24,61	8,09
24,63	8,27
24,66	8,32
24,68	8,54
24,71	8,48
24,73	8,57
24,76	8,62
24,78	8,60
24,81	8,70
24,83	8,62
24,85	8,84
24,88	8,89
24,90	9,05
24,93	9,21
24,95	9,29
24,98	9,56
25,00	9,52
25,03	9,61
25,05	9,58
25,07	9,61
25,10	9,70
25,12	9,64
25,15	9,93
25,17	10,02
25,20	10,29
25,22	10,43
25,25	10,55
25,27	10,80
25,29	10,76
25,32	10,92
25,34	10,87
25,37	11,06
25,39	11,21
25,42	11,27
25,44	11,65
25,47	11,80
25,49	12,20
25,51	12,30
25,54	12,50
25,56	12,75
25,59	12,80
25,61	13,09
25,64	13,06
25,66	13,42
25,68	13,62
25,71	13,84
25,73	14,16
25,76	14,35
25,78	14,81
25,81	14,84
25,83	15,09
25,86	15,22
25,88	15,33
25,90	15,60
25,93	15,50
25,95	15,87
25,98	15,97
26,00	16,22
26,03	16,35
26,05	16,39
26,08	16,70
26,10	16,48
26,12	16,54
26,15	16,33
26,17	16,31
26,20	16,27
26,22	16,02
26,25	16,24
26,27	16,09
26,30	16,27
26,32	16,05
26,34	15,93
26,37	15,83
26,39	15,39
26,42	15,26
26,44	14,76
26,47	14,66
26,49	14,39
26,52	14,08
26,54	14,00
26,56	13,76
26,59	13,85
26,61	13,49
26,64	13,35
26,66	13,15
26,69	12,82
26,71	12,61
26,73	12,16
26,76	12,14
26,78	11,88
26,81	11,71
26,83	11,58
26,86	11,38
26,88	11,42
26,91	11,08
26,93	10,98
26,95	10,76
26,98	10,58
27,00	10,41
27,03	10,10
27,05	10,11
27,08	9,91
27,10	9,87
27,13	9,73
27,15	9,61
27,17	9,59
27,20	9,33
27,22	9,27
27,25	9,01
27,27	8,92
27,30	8,80
27,32	8,61
27,35	8,64
27,37	8,52
27,39	8,57
27,42	8,47
27,44	8,41
27,47	8,40
27,49	8,25
27,52	8,23
27,54	8,04
27,57	8,07
27,59	8,04
27,61	7,99
27,64	8,05
27,66	8,00
27,69	8,12
27,71	8,02
27,74	8,02
27,76	8,01
27,78	7,93
27,81	7,95
27,83	7,82
27,86	7,92
27,88	7,93
27,91	7,97
27,93	8,03
27,96	8,02
27,98	8,16
28,00	8,06
28,03	8,10
28,05	8,06
28,08	8,04
28,10	8,07
28,13	7,97
28,15	8,14
28,18	8,15
28,20	8,28
28,22	8,34
28,25	8,38
28,27	8,50
28,30	8,42
28,32	8,50
28,35	8,44
28,37	8,49
28,40	8,54
28,42	8,52
28,44	8,69
28,47	8,72
28,49	8,89
28,52	8,90
28,54	8,95
28,57	9,06
28,59	9,00
28,62	9,10
28,64	9,02
28,66	9,17
28,69	9,23
28,71	9,29
28,74	9,45
28,76	9,50
28,79	9,70
28,81	9,66
28,84	9,72
28,86	9,77
28,88	9,77
28,91	9,88
28,93	9,80
28,96	10,01
28,98	10,07
29,01	10,20
29,03	10,31
29,05	10,36
29,08	10,58
29,10	10,51
29,13	10,60
29,15	10,61
29,18	10,68
29,20	10,79
29,23	10,77
29,25	11,01
29,27	11,07
29,30	11,29
29,32	11,37
29,35	11,45
29,37	11,62
29,40	11,55
29,42	11,66
29,45	11,61
29,47	11,76
29,49	11,88
29,52	11,91
29,54	12,17
29,57	12,23
29,59	12,49
29,62	12,54
29,64	12,66
29,67	12,77
29,69	12,74
29,71	12,88
29,74	12,78
29,76	13,01
29,79	13,12
29,81	13,28
29,84	13,50
29,86	13,60
29,89	13,94
29,91	13,94
29,93	14,12
29,96	14,18
29,98	14,35
30,01	14,42
30,03	14,46
30,06	14,73
30,08	14,83
30,10	15,07
30,13	15,37
30,15	15,45
30,18	15,84
30,20	15,94
30,23	16,13
30,25	16,21
30,28	16,42
30,30	16,61
30,32	16,69
30,35	17,12
30,37	17,29
30,40	17,74
30,42	17,97
30,45	18,25
30,47	18,61
30,50	18,71
30,52	19,07
30,54	19,16
30,57	19,57
30,59	19,83
30,62	20,03
30,64	20,47
30,67	20,66
30,69	21,15
30,72	21,27
30,74	21,58
30,76	21,81
30,79	21,89
30,81	22,18
30,84	22,11
30,86	22,51
30,89	22,63
30,91	22,85
30,94	23,08
30,96	23,11
30,98	23,46
31,01	23,30
31,03	23,38
31,06	23,27
31,08	23,23
31,11	23,25
31,13	22,96
31,15	23,23
31,18	23,10
31,20	23,28
31,23	23,18
31,25	23,07
31,28	23,11
31,30	22,69
31,33	22,60
31,35	22,15
31,37	22,05
31,40	21,88
31,42	21,59
31,45	21,65
31,47	21,36
31,50	21,46
31,52	21,15
31,55	20,98
31,57	20,83
31,59	20,48
31,62	20,34
31,64	19,80
31,67	19,77
31,69	19,50
31,72	19,27
31,74	19,16
31,77	18,88
31,79	18,90
31,81	18,46
31,84	18,30
31,86	18,03
31,89	17,75
31,91	17,57
31,94	17,12
31,96	17,12
31,99	16,84
32,01	16,72
32,03	16,51
32,06	16,29
32,08	16,25
32,11	15,82
32,13	15,69
32,16	15,39
32,18	15,21
32,20	15,05
32,23	14,76
32,25	14,78
32,28	14,56
32,30	14,59
32,33	14,39
32,35	14,26
32,38	14,21
32,40	13,92
32,42	13,82
32,45	13,53
32,47	13,51
32,50	13,43
32,52	13,29
32,55	13,35
32,57	13,24
32,60	13,33
32,62	13,15
32,64	13,09
32,67	13,05
32,69	12,87
32,72	12,83
32,74	12,62
32,77	12,69
32,79	12,63
32,82	12,63
32,84	12,69
32,86	12,65
32,89	12,80
32,91	12,64
32,94	12,65
32,96	12,59
32,99	12,52
33,01	12,54
33,04	12,38
33,06	12,52
33,08	12,51
33,11	12,60
33,13	12,66
33,16	12,69
33,18	12,84
33,21	12,74
33,23	12,79
33,26	12,71
33,28	12,75
33,30	12,81
33,33	12,73
33,35	12,93
33,38	12,94
33,40	13,12
33,43	13,12
33,45	13,17
33,47	13,30
33,50	13,21
33,52	13,30
33,55	13,23
33,57	13,38
33,60	13,45
33,62	13,49
33,65	13,71
33,67	13,73
33,69	13,94
33,72	13,89
33,74	13,98
33,77	14,03
33,79	14,03
33,82	14,15
33,84	14,12
33,87	14,36
33,89	14,36
33,91	14,56
33,94	14,68
33,96	14,77
33,99	14,93
34,01	14,97
34,04	15,07
34,06	15,10
34,09	15,18
34,11	15,29
34,13	15,34
34,16	15,51
34,18	15,62
34,21	15,80
34,23	15,91
34,26	16,03
34,28	16,23
34,31	16,27
34,33	16,39
34,35	16,45
34,38	16,58
34,40	16,68
34,43	16,77
34,45	16,99
34,48	17,10
34,50	17,30
34,52	17,48
34,55	17,52
34,57	17,80
34,60	17,78
34,62	17,96
34,65	17,90
34,67	18,16
34,70	18,29
34,72	18,43
34,74	18,75
34,77	18,90
34,79	19,27
34,82	19,30
34,84	19,52
34,87	19,67
34,89	19,76
34,92	19,95
34,94	19,91
34,96	20,25
34,99	20,41
35,01	20,70
35,04	21,04
35,06	21,27
35,09	21,75
35,11	21,85
35,14	22,19
35,16	22,35
35,18	22,64
35,21	22,99
35,23	23,05
35,26	23,49
35,28	23,73
35,31	24,18
35,33	24,42
35,36	24,75
35,38	25,24
35,40	25,35
35,43	25,74
35,45	25,88
35,48	26,33
35,50	26,68
35,53	26,86
35,55	27,37
35,57	27,59
35,60	28,08
35,62	28,20
35,65	28,51
35,67	28,85
35,70	28,93
35,72	29,30
35,75	29,28
35,77	29,74
35,79	29,94
35,82	30,18
35,84	30,52
35,87	30,61
35,89	31,06
35,92	30,93
35,94	31,09
35,97	31,09
35,99	31,08
36,01	31,23
36,04	30,99
36,06	31,35
36,09	31,35
36,11	31,57
36,14	31,66
36,16	31,64
36,19	31,89
36,21	31,54
36,23	31,54
36,26	31,16
36,28	31,10
36,31	31,03
36,33	30,73
36,36	30,95
36,38	30,76
36,41	30,97
36,43	30,71
36,45	30,58
36,48	30,58
36,50	30,15
36,53	30,06
36,55	29,57
36,58	29,57
36,60	29,40
36,62	29,14
36,65	29,17
36,67	28,86
36,70	29,00
36,72	28,47
36,75	28,27
36,77	28,02
36,80	27,64
36,82	27,47
36,84	26,92
36,87	27,03
36,89	26,72
36,92	26,56
36,94	26,44
36,97	26,13
36,99	26,15
37,02	25,56
37,04	25,34
37,06	24,94
37,09	24,69
37,11	24,49
37,14	24,06
37,16	24,20
37,19	23,90
37,21	23,90
37,24	23,70
37,26	23,47
37,28	23,43
37,31	22,94
37,33	22,84
37,36	22,34
37,38	22,25
37,41	22,11
37,43	21,84
37,46	21,94
37,48	21,76
37,50	21,88
37,53	21,59
37,55	21,45
37,58	21,37
37,60	21,06
37,63	20,97
37,65	20,55
37,68	20,60
37,70	20,49
37,72	20,36
37,75	20,46
37,77	20,34
37,80	20,56
37,82	20,24
37,85	20,21
37,87	20,07
37,89	19,90
37,92	19,89
37,94	19,58
37,97	19,76
37,99	19,69
38,02	19,76
38,04	19,81
38,07	19,78
38,09	20,00
38,11	19,74
38,14	19,76
38,16	19,58
38,19	19,54
38,21	19,56
38,24	19,54
38,26	19,74
38,29	19,68
38,31	19,96
38,33	19,85
38,36	19,86
38,38	19,95
38,41	19,91
38,43	19,98
38,46	19,92
38,48	20,03
38,51	20,10
38,53	20,13
38,55	20,29
38,58	20,36
38,60	20,55
38,63	20,55
38,65	20,63
38,68	20,72
38,70	20,71
38,73	20,81
38,75	20,81
38,77	21,01
38,80	21,12
38,82	21,24
38,85	21,42
38,87	21,43
38,90	21,77
38,92	21,79
38,94	21,81
38,97	22,00
38,99	22,01
39,02	22,17
39,04	22,05
39,07	22,45
39,09	22,55
39,12	22,83
39,14	23,07
39,16	23,19
39,19	23,60
39,21	23,50
39,24	23,68
39,26	23,59
39,29	23,73
39,31	23,88
39,34	23,85
39,36	24,33
39,38	24,45
39,41	24,92
39,43	25,05
39,46	25,23
39,48	25,58
39,51	25,52
39,53	25,83
39,56	25,69
39,58	26,01
39,60	26,21
39,63	26,32
39,65	26,75
39,68	26,94
39,70	27,50
39,73	27,54
39,75	27,83
39,78	28,12
39,80	28,21
39,82	28,59
39,85	28,51
39,87	29,03
39,90	29,26
39,92	29,57
39,95	30,05
39,97	30,32
39,99	31,07
40,02	31,10
40,04	31,54
40,07	31,71
40,09	32,00
40,12	32,47
40,14	32,52
40,17	33,23
40,19	33,50
40,21	34,11
40,24	34,50
40,26	34,83
40,29	35,65
40,31	35,71
40,34	36,21
40,36	36,26
40,39	36,80
40,41	37,31
40,43	37,50
40,46	38,46
40,48	38,72
40,51	39,48
40,53	39,61
40,56	39,92
40,58	40,53
40,61	40,56
40,63	41,14
40,65	41,02
40,68	41,79
40,70	42,26
40,73	42,61
40,75	43,60
40,78	43,81
40,80	44,81
40,83	44,56
40,85	44,90
40,87	45,08
40,90	45,07
40,92	45,61
40,95	45,24
40,97	46,15
41,00	46,40
41,02	46,97
41,05	47,12
41,07	47,28
41,09	47,88
41,12	47,31
41,14	47,62
41,17	47,62
41,19	47,69
41,22	47,70
41,24	47,33
41,26	47,98
41,29	47,98
41,31	48,87
41,34	48,88
41,36	49,84
41,39	49,84
41,41	49,84
41,44	49,99
41,46	49,99
41,48	49,99
41,51	49,99
41,53	49,99
41,56	49,99
41,58	49,99
41,61	49,99
41,63	49,99
41,66	49,99
41,68	49,99
41,70	49,99
41,73	49,99
41,75	49,99
41,78	49,99
41,80	49,99
41,83	49,99
41,85	49,99
41,88	49,99
41,90	49,99
41,92	49,99
41,95	49,99
41,97	49,99
42,00	49,99
42,02	49,99
42,05	49,99
42,07	49,99
42,10	49,99
42,12	49,99
42,14	49,99
42,17	49,99
42,19	49,99
42,22	49,99
42,24	49,99
42,27	50,00
42,29	49,99
42,31	49,99
42,34	49,99
42,36	49,99
42,39	49,99
42,41	49,99
42,44	49,99
42,46	49,99
42,49	49,99
42,51	49,99
42,53	49,99
42,56	49,98
42,58	49,98
42,61	49,99
