Voltage U1	Corriente IA
7,00	0,16
7,03	0,16
7,05	0,16
7,08	0,15
7,10	0,15
7,13	0,10
7,15	0,09
7,17	0,08
7,20	0,08
7,22	0,08
7,25	0,09
7,27	0,09
7,30	0,11
7,32	0,13
7,35	0,12
7,37	0,12
7,39	0,12
7,42	0,09
7,44	0,10
7,47	0,08
7,49	0,09
7,52	0,09
7,54	0,09
7,57	0,09
7,59	0,09
7,61	0,09
7,64	0,09
7,66	0,09
7,69	0,09
7,71	0,08
7,74	0,08
7,76	0,07
7,78	0,08
7,81	0,08
7,83	0,10
7,86	0,10
7,88	0,11
7,91	0,11
7,93	0,11
7,96	0,11
7,98	0,11
8,00	0,11
8,03	0,11
8,05	0,09
8,08	0,10
8,10	0,10
8,13	0,10
8,15	0,10
8,18	0,10
8,20	0,10
8,22	0,08
8,25	0,07
8,27	0,07
8,30	0,09
8,32	0,10
8,35	0,07
8,37	0,08
8,40	0,13
8,42	0,14
8,44	0,14
8,47	0,11
8,49	0,12
8,52	0,13
8,54	0,14
8,57	0,11
8,59	0,14
8,62	0,15
8,64	0,17
8,66	0,18
8,69	0,19
8,71	0,20
8,74	0,20
8,76	0,21
8,79	0,22
8,81	0,24
8,84	0,24
8,86	0,24
8,88	0,26
8,91	0,29
8,93	0,31
8,96	0,32
8,98	0,33
9,01	0,35
9,03	0,38
9,05	0,37
9,08	0,35
9,10	0,39
9,13	0,37
9,15	0,39
9,18	0,39
9,20	0,41
9,23	0,44
9,25	0,43
9,27	0,43
9,30	0,44
9,32	0,44
9,35	0,44
9,37	0,42
9,40	0,45
9,42	0,47
9,45	0,50
9,47	0,52
9,49	0,56
9,52	0,60
9,54	0,60
9,57	0,60
9,59	0,59
9,62	0,60
9,64	0,62
9,67	0,62
9,69	0,66
9,71	0,68
9,74	0,72
9,76	0,74
9,79	0,78
9,81	0,79
9,84	0,78
9,86	0,77
9,89	0,76
9,91	0,80
9,93	0,80
9,96	0,81
9,98	0,85
10,01	0,89
10,03	0,95
10,06	0,95
10,08	0,97
10,10	1,00
10,13	1,01
10,15	1,01
10,18	0,99
10,20	1,03
10,23	1,06
10,25	1,10
10,28	1,13
10,30	1,17
10,32	1,21
10,35	1,20
10,37	1,23
10,40	1,22
10,42	1,24
10,45	1,24
10,47	1,23
10,50	1,31
10,52	1,35
10,54	1,40
10,57	1,43
10,59	1,46
10,62	1,51
10,64	1,48
10,67	1,48
10,69	1,46
10,72	1,49
10,74	1,50
10,76	1,51
10,79	1,56
10,81	1,61
10,84	1,68
10,86	1,66
10,89	1,69
10,91	1,71
10,94	1,68
10,96	1,67
10,98	1,61
11,01	1,65
11,03	1,66
11,06	1,65
11,08	1,68
11,11	1,72
11,13	1,77
11,15	1,73
11,18	1,70
11,20	1,68
11,23	1,66
11,25	1,61
11,28	1,51
11,30	1,53
11,33	1,51
11,35	1,51
11,37	1,49
11,40	1,46
11,42	1,47
11,45	1,38
11,47	1,32
11,50	1,27
11,52	1,20
11,55	1,16
11,57	1,04
11,59	1,03
11,62	1,01
11,64	0,98
11,67	0,95
11,69	0,87
11,72	0,86
11,74	0,77
11,77	0,72
11,79	0,63
11,81	0,58
11,84	0,55
11,86	0,47
11,89	0,46
11,91	0,42
11,94	0,40
11,96	0,38
11,99	0,33
12,01	0,33
12,03	0,27
12,06	0,24
12,08	0,21
12,11	0,19
12,13	0,19
12,16	0,16
12,18	0,16
12,21	0,14
12,23	0,17
12,25	0,17
12,28	0,15
12,30	0,15
12,33	0,13
12,35	0,12
12,38	0,11
12,40	0,12
12,42	0,11
12,45	0,11
12,47	0,12
12,50	0,13
12,52	0,15
12,55	0,15
12,57	0,16
12,60	0,16
12,62	0,16
12,64	0,17
12,67	0,16
12,69	0,19
12,72	0,19
12,74	0,19
12,77	0,20
12,79	0,20
12,82	0,22
12,84	0,21
12,86	0,22
12,89	0,22
12,91	0,23
12,94	0,22
12,96	0,25
12,99	0,28
13,01	0,31
13,04	0,33
13,06	0,35
13,08	0,36
13,11	0,40
13,13	0,40
13,16	0,41
13,18	0,43
13,21	0,44
13,23	0,46
13,26	0,47
13,28	0,50
13,30	0,52
13,33	0,55
13,35	0,57
13,38	0,58
13,40	0,59
13,43	0,63
13,45	0,63
13,47	0,65
13,50	0,69
13,52	0,68
13,55	0,73
13,57	0,75
13,60	0,77
13,62	0,81
13,65	0,81
13,67	0,82
13,69	0,85
13,72	0,87
13,74	0,90
13,77	0,91
13,79	0,96
13,82	1,00
13,84	1,05
13,87	1,06
13,89	1,11
13,91	1,14
13,94	1,14
13,96	1,15
13,99	1,16
14,01	1,20
14,04	1,23
14,06	1,26
14,09	1,31
14,11	1,37
14,13	1,44
14,16	1,46
14,18	1,49
14,21	1,52
14,23	1,53
14,26	1,52
14,28	1,51
14,31	1,56
14,33	1,60
14,35	1,65
14,38	1,69
14,40	1,76
14,43	1,86
14,45	1,87
14,48	1,89
14,50	1,90
14,52	1,92
14,55	1,94
14,57	1,94
14,60	2,00
14,62	2,05
14,65	2,13
14,67	2,17
14,70	2,24
14,72	2,32
14,74	2,33
14,77	2,35
14,79	2,35
14,82	2,41
14,84	2,44
14,87	2,46
14,89	2,55
14,92	2,61
14,94	2,70
14,96	2,72
14,99	2,76
15,01	2,82
15,04	2,82
15,06	2,83
15,09	2,83
15,11	2,91
15,14	2,95
15,16	3,02
15,18	3,10
15,21	3,18
15,23	3,28
15,26	3,28
15,28	3,32
15,31	3,37
15,33	3,40
15,36	3,42
15,38	3,41
15,40	3,51
15,43	3,57
15,45	3,66
15,48	3,71
15,50	3,76
15,53	3,86
15,55	3,85
15,57	3,87
15,60	3,86
15,62	3,91
15,65	3,92
15,67	3,92
15,70	4,01
15,72	4,06
15,75	4,15
15,77	4,16
15,79	4,19
15,82	4,25
15,84	4,19
15,87	4,17
15,89	4,14
15,92	4,16
15,94	4,15
15,97	4,12
15,99	4,16
16,01	4,18
16,04	4,23
16,06	4,15
16,09	4,11
16,11	4,08
16,14	3,99
16,16	3,91
16,19	3,77
16,21	3,75
16,23	3,70
16,26	3,60
16,28	3,56
16,31	3,47
16,33	3,44
16,36	3,32
16,38	3,18
16,41	3,09
16,43	2,94
16,45	2,81
16,48	2,64
16,50	2,55
16,53	2,43
16,55	2,32
16,58	2,22
16,60	2,07
16,63	2,01
16,65	1,86
16,67	1,73
16,70	1,61
16,72	1,46
16,75	1,38
16,77	1,24
16,80	1,17
16,82	1,09
16,84	1,00
16,87	0,96
16,89	0,86
16,92	0,83
16,94	0,74
16,97	0,69
16,99	0,62
17,02	0,57
17,04	0,52
17,06	0,47
17,09	0,48
17,11	0,45
17,14	0,44
17,16	0,42
17,19	0,40
17,21	0,41
17,24	0,36
17,26	0,34
17,28	0,33
17,31	0,31
17,33	0,31
17,36	0,30
17,38	0,32
17,41	0,34
17,43	0,35
17,46	0,37
17,48	0,36
17,50	0,40
17,53	0,40
17,55	0,40
17,58	0,41
17,60	0,43
17,63	0,46
17,65	0,49
17,68	0,51
17,70	0,54
17,72	0,58
17,75	0,60
17,77	0,64
17,80	0,63
17,82	0,66
17,85	0,68
17,87	0,70
17,89	0,74
17,92	0,76
17,94	0,80
17,97	0,84
17,99	0,87
18,02	0,91
18,04	0,91
18,07	0,93
18,09	0,96
18,11	1,00
18,14	1,01
18,16	1,03
18,19	1,09
18,21	1,15
18,24	1,20
18,26	1,22
18,29	1,26
18,31	1,31
18,33	1,33
18,36	1,36
18,38	1,38
18,41	1,43
18,43	1,47
18,46	1,50
18,48	1,57
18,51	1,63
18,53	1,68
18,55	1,70
18,58	1,73
18,60	1,78
18,63	1,81
18,65	1,84
18,68	1,87
18,70	1,95
18,73	1,99
18,75	2,07
18,77	2,11
18,80	2,19
18,82	2,27
18,85	2,29
18,87	2,33
18,90	2,37
18,92	2,41
18,94	2,46
18,97	2,49
18,99	2,56
19,02	2,64
19,04	2,70
19,07	2,76
19,09	2,84
19,12	2,90
19,14	2,92
19,16	2,95
19,19	2,97
19,21	3,06
19,24	3,10
19,26	3,14
19,29	3,23
19,31	3,32
19,34	3,43
19,36	3,46
19,38	3,51
19,41	3,57
19,43	3,60
19,46	3,63
19,48	3,66
19,51	3,73
19,53	3,81
19,56	3,89
19,58	3,97
19,60	4,07
19,63	4,18
19,65	4,21
19,68	4,28
19,70	4,31
19,73	4,38
19,75	4,41
19,78	4,43
19,80	4,54
19,82	4,63
19,85	4,73
19,87	4,80
19,90	4,87
19,92	4,98
19,95	5,03
19,97	5,08
19,99	5,10
20,02	5,19
20,04	5,25
20,07	5,30
20,09	5,42
20,12	5,51
20,14	5,64
20,17	5,66
20,19	5,74
20,21	5,82
20,24	5,85
20,26	5,89
20,29	5,90
20,31	6,03
20,34	6,12
20,36	6,19
20,39	6,28
20,41	6,39
20,43	6,52
20,46	6,52
20,48	6,56
20,51	6,59
20,53	6,64
20,56	6,66
20,58	6,65
20,61	6,76
20,63	6,82
20,65	6,90
20,68	6,95
20,70	7,00
20,73	7,07
20,75	7,01
20,78	6,99
20,80	6,93
20,83	6,91
20,85	6,88
20,87	6,80
20,90	6,84
20,92	6,85
20,95	6,87
20,97	6,82
21,00	6,77
21,02	6,75
21,05	6,62
21,07	6,51
21,09	6,34
21,12	6,25
21,14	6,15
21,17	5,99
21,19	5,89
21,22	5,77
21,24	5,68
21,26	5,49
21,29	5,36
21,31	5,24
21,34	5,02
21,36	4,85
21,39	4,61
21,41	4,48
21,44	4,34
21,46	4,09
21,48	3,95
21,51	3,75
21,53	3,63
21,56	3,42
21,58	3,18
21,61	3,09
21,63	2,88
21,66	2,77
21,68	2,60
21,70	2,48
21,73	2,41
21,75	2,29
21,78	2,18
21,80	2,06
21,83	1,97
21,85	1,85
21,88	1,75
21,90	1,67
21,92	1,59
21,95	1,52
21,97	1,42
22,00	1,38
22,02	1,34
22,05	1,28
22,07	1,23
22,10	1,17
22,12	1,14
22,14	1,11
22,17	1,08
22,19	1,01
22,22	0,98
22,24	0,92
22,27	0,89
22,29	0,89
22,31	0,87
22,34	0,87
22,36	0,86
22,39	0,87
22,41	0,91
22,44	0,90
22,46	0,90
22,49	0,90
22,51	0,92
22,53	0,93
22,56	0,93
22,58	0,96
22,61	1,00
22,63	1,04
22,66	1,05
22,68	1,08
22,71	1,11
22,73	1,13
22,75	1,16
22,78	1,17
22,80	1,22
22,83	1,25
22,85	1,28
22,88	1,34
22,90	1,39
22,93	1,44
22,95	1,46
22,97	1,49
23,00	1,54
23,02	1,58
23,05	1,61
23,07	1,65
23,10	1,71
23,12	1,78
23,15	1,85
23,17	1,90
23,19	1,96
23,22	2,02
23,24	2,05
23,27	2,10
23,29	2,14
23,32	2,21
23,34	2,26
23,36	2,31
23,39	2,40
23,41	2,49
23,44	2,57
23,46	2,61
23,49	2,68
23,51	2,74
23,54	2,79
23,56	2,83
23,58	2,86
23,61	2,95
23,63	3,03
23,66	3,10
23,68	3,18
23,71	3,27
23,73	3,39
23,76	3,44
23,78	3,50
23,80	3,55
23,83	3,61
23,85	3,66
23,88	3,71
23,90	3,80
23,93	3,89
23,95	4,00
23,98	4,09
24,00	4,20
24,02	4,32
24,05	4,37
24,07	4,43
24,10	4,47
24,12	4,55
24,15	4,62
24,17	4,66
24,20	4,77
24,22	4,87
24,24	5,00
24,27	5,08
24,29	5,18
24,32	5,27
24,34	5,35
24,37	5,40
24,39	5,43
24,42	5,54
24,44	5,60
24,46	5,68
24,49	5,81
24,51	5,91
24,54	6,06
24,56	6,13
24,59	6,23
24,61	6,35
24,63	6,43
24,66	6,50
24,68	6,55
24,71	6,67
24,73	6,79
24,76	6,90
24,78	7,00
24,81	7,12
24,83	7,26
24,85	7,33
24,88	7,43
24,90	7,49
24,93	7,60
24,95	7,70
24,98	7,77
25,00	7,93
25,03	8,05
25,05	8,20
25,07	8,31
25,10	8,42
25,12	8,54
25,15	8,57
25,17	8,64
25,20	8,69
25,22	8,81
25,25	8,89
25,27	8,97
25,29	9,10
25,32	9,22
25,34	9,37
25,37	9,39
25,39	9,47
25,42	9,55
25,44	9,56
25,47	9,60
25,49	9,59
25,51	9,70
25,54	9,76
25,56	9,75
25,59	9,87
25,61	9,91
25,64	10,00
25,66	10,04
25,68	9,99
25,71	10,07
25,73	10,06
25,76	10,04
25,78	9,99
25,81	10,00
25,83	9,96
25,86	9,92
25,88	9,86
25,90	9,78
25,93	9,73
25,95	9,60
25,98	9,50
26,00	9,38
26,03	9,25
26,05	9,14
26,08	9,00
26,10	8,88
26,12	8,74
26,15	8,59
26,17	8,42
26,20	8,23
26,22	8,07
26,25	7,88
26,27	7,69
26,30	7,47
26,32	7,28
26,34	7,10
26,37	6,91
26,39	6,71
26,42	6,49
26,44	6,32
26,47	6,11
26,49	5,89
26,52	5,71
26,54	5,54
26,56	5,35
26,59	5,15
26,61	5,02
26,64	4,82
26,66	4,68
26,69	4,52
26,71	4,32
26,73	4,19
26,76	4,00
26,78	3,82
26,81	3,71
26,83	3,53
26,86	3,41
26,88	3,26
26,91	3,17
26,93	3,08
26,95	2,98
26,98	2,90
27,00	2,80
27,03	2,72
27,05	2,59
27,08	2,49
27,10	2,40
27,13	2,30
27,15	2,22
27,17	2,13
27,20	2,11
27,22	2,07
27,25	2,03
27,27	2,03
27,30	2,00
27,32	2,00
27,35	1,95
27,37	1,91
27,39	1,88
27,42	1,87
27,44	1,83
27,47	1,81
27,49	1,83
27,52	1,84
27,54	1,89
27,57	1,90
27,59	1,91
27,61	1,95
27,64	1,96
27,66	1,98
27,69	1,98
27,71	2,01
27,74	2,04
27,76	2,06
27,78	2,10
27,81	2,15
27,83	2,20
27,86	2,24
27,88	2,28
27,91	2,33
27,93	2,37
27,96	2,41
27,98	2,44
28,00	2,53
28,03	2,60
28,05	2,67
28,08	2,73
28,10	2,80
28,13	2,89
28,15	2,94
28,18	2,99
28,20	3,05
28,22	3,10
28,25	3,16
28,27	3,24
28,30	3,34
28,32	3,44
28,35	3,54
28,37	3,63
28,40	3,72
28,42	3,82
28,44	3,86
28,47	3,94
28,49	4,00
28,52	4,09
28,54	4,16
28,57	4,26
28,59	4,38
28,62	4,50
28,64	4,62
28,66	4,72
28,69	4,82
28,71	4,92
28,74	5,00
28,76	5,07
28,79	5,13
28,81	5,24
28,84	5,33
28,86	5,42
28,88	5,55
28,91	5,68
28,93	5,83
28,96	5,92
28,98	6,03
29,01	6,13
29,03	6,24
29,05	6,32
29,08	6,38
29,10	6,52
29,13	6,64
29,15	6,78
29,18	6,90
29,20	7,03
29,23	7,19
29,25	7,29
29,27	7,41
29,30	7,51
29,32	7,63
29,35	7,73
29,37	7,84
29,40	8,00
29,42	8,13
29,45	8,28
29,47	8,38
29,49	8,53
29,52	8,68
29,54	8,77
29,57	8,87
29,59	8,98
29,62	9,15
29,64	9,27
29,67	9,40
29,69	9,55
29,71	9,71
29,74	9,91
29,76	10,00
29,79	10,13
29,81	10,27
29,84	10,40
29,86	10,52
29,89	10,62
29,91	10,80
29,93	10,94
29,96	11,09
29,98	11,22
30,01	11,39
30,03	11,58
30,06	11,65
30,08	11,75
30,10	11,85
30,13	12,01
30,15	12,13
30,18	12,21
30,20	12,42
30,23	12,58
30,25	12,75
30,28	12,85
30,30	12,97
30,32	13,13
30,35	13,16
30,37	13,21
30,40	13,23
30,42	13,35
30,45	13,43
30,47	13,50
30,50	13,63
30,52	13,74
30,54	13,87
30,57	13,86
30,59	13,92
30,62	13,96
30,64	13,93
30,67	13,90
30,69	13,81
30,72	13,85
30,74	13,86
30,76	13,82
30,79	13,83
30,81	13,81
30,84	13,82
30,86	13,71
30,89	13,63
30,91	13,54
30,94	13,43
30,96	13,30
30,98	13,11
31,01	13,07
31,03	12,96
31,06	12,85
31,08	12,71
31,11	12,56
31,13	12,46
31,15	12,20
31,18	12,01
31,20	11,81
31,23	11,61
31,25	11,44
31,28	11,19
31,30	11,07
31,33	10,94
31,35	10,78
31,37	10,57
31,40	10,35
31,42	10,18
31,45	9,91
31,47	9,66
31,50	9,40
31,52	9,21
31,55	9,03
31,57	8,81
31,59	8,67
31,62	8,50
31,64	8,38
31,67	8,15
31,69	7,93
31,72	7,75
31,74	7,48
31,77	7,26
31,79	7,02
31,81	6,86
31,84	6,71
31,86	6,51
31,89	6,38
31,91	6,23
31,94	6,14
31,96	5,94
31,99	5,76
32,01	5,62
32,03	5,44
32,06	5,30
32,08	5,11
32,11	5,03
32,13	4,94
32,16	4,84
32,18	4,76
32,20	4,68
32,23	4,63
32,25	4,52
32,28	4,42
32,30	4,32
32,33	4,24
32,35	4,17
32,38	4,07
32,40	4,05
32,42	4,02
32,45	4,00
32,47	3,98
32,50	3,95
32,52	3,94
32,55	3,89
32,57	3,87
32,60	3,84
32,62	3,83
32,64	3,82
32,67	3,82
32,69	3,86
32,72	3,88
32,74	3,92
32,77	3,92
32,79	3,96
32,82	4,00
32,84	3,99
32,86	4,01
32,89	4,03
32,91	4,08
32,94	4,15
32,96	4,19
32,99	4,27
33,01	4,35
33,04	4,44
33,06	4,49
33,08	4,54
33,11	4,59
33,13	4,65
33,16	4,70
33,18	4,74
33,21	4,85
33,23	4,95
33,26	5,06
33,28	5,17
33,30	5,27
33,33	5,42
33,35	5,47
33,38	5,56
33,40	5,63
33,43	5,71
33,45	5,81
33,47	5,89
33,50	6,02
33,52	6,16
33,55	6,31
33,57	6,43
33,60	6,58
33,62	6,71
33,65	6,80
33,67	6,91
33,69	7,01
33,72	7,15
33,74	7,26
33,77	7,36
33,79	7,53
33,82	7,70
33,84	7,87
33,87	7,99
33,89	8,13
33,91	8,29
33,94	8,42
33,96	8,52
33,99	8,62
34,01	8,78
34,04	8,92
34,06	9,03
34,09	9,21
34,11	9,36
34,13	9,56
34,16	9,74
34,18	9,87
34,21	10,07
34,23	10,25
34,26	10,43
34,28	10,57
34,31	10,75
34,33	10,90
34,35	11,07
34,38	11,23
34,40	11,43
34,43	11,61
34,45	11,79
34,48	11,98
34,50	12,16
34,52	12,38
34,55	12,57
34,57	12,73
34,60	12,93
34,62	13,11
34,65	13,31
34,67	13,47
34,70	13,66
34,72	13,84
34,74	14,02
34,77	14,20
34,79	14,40
34,82	14,62
34,84	14,84
34,87	15,06
34,89	15,27
34,92	15,47
34,94	15,70
34,96	15,85
34,99	16,03
35,01	16,19
35,04	16,36
35,06	16,55
35,09	16,72
35,11	16,94
35,14	17,17
35,16	17,40
35,18	17,60
35,21	17,79
35,23	18,00
35,26	18,16
35,28	18,30
35,31	18,34
35,33	18,57
35,36	18,61
35,38	18,80
35,40	18,99
35,43	19,12
35,45	19,38
35,48	19,48
35,50	19,60
35,53	19,75
35,55	19,76
35,57	19,81
35,60	19,79
35,62	19,91
35,65	19,95
35,67	20,00
35,70	20,11
35,72	20,20
35,75	20,31
35,77	20,25
35,79	20,26
35,82	20,25
35,84	20,18
35,87	20,12
35,89	19,98
35,92	20,02
35,94	20,00
35,97	19,96
35,99	19,93
36,01	19,89
36,04	19,87
36,06	19,66
36,09	19,50
36,11	19,32
36,14	19,20
36,16	19,04
36,19	18,82
36,21	18,80
36,23	18,70
36,26	18,67
36,28	18,53
36,31	18,36
36,33	18,24
36,36	17,94
36,38	17,68
36,41	17,38
36,43	17,20
36,45	17,02
36,48	16,77
36,50	16,67
36,53	16,55
36,55	16,47
36,58	16,26
36,60	16,04
36,62	15,84
36,65	15,52
36,67	15,24
36,70	14,87
36,72	14,73
36,75	14,53
36,77	14,30
36,80	14,16
36,82	14,02
36,84	13,96
36,87	13,70
36,89	13,47
36,92	13,26
36,94	12,98
36,97	12,75
36,99	12,43
37,02	12,33
37,04	12,21
37,06	12,09
37,09	11,97
37,11	11,88
37,14	11,83
37,16	11,59
37,19	11,41
37,21	11,20
37,24	11,04
37,26	10,89
37,28	10,64
37,31	10,62
37,33	10,56
37,36	10,59
37,38	10,53
37,41	10,49
37,43	10,48
37,46	10,32
37,48	10,21
37,50	10,05
37,53	10,07
37,55	9,99
37,58	9,91
37,60	9,97
37,63	9,98
37,65	10,01
37,68	10,05
37,70	9,89
37,72	10,00
37,75	9,84
37,77	9,84
37,80	9,80
37,82	9,94
37,85	10,00
37,87	10,15
37,89	10,24
37,92	10,43
37,94	16,20
37,97	21,97
37,99	27,52
38,02	33,31
38,04	38,76
38,07	44,49
38,09	49,99
38,11	49,99
38,14	49,99
38,16	49,99
38,19	49,99
38,21	49,99
38,24	49,99
38,26	49,99
38,29	49,99
38,31	49,99
38,33	49,99
38,36	49,99
38,38	49,99
38,41	49,99
38,43	49,99
38,46	49,99
38,48	49,99
38,51	49,99
38,53	49,99
38,55	49,99
38,58	49,99
38,60	49,99
38,63	49,99
38,65	49,99
38,68	49,99
38,70	49,99
38,73	49,99
38,75	49,99
38,77	49,99
38,80	49,99
38,82	49,99
38,85	49,99
38,87	49,99
38,90	49,99
38,92	49,99
38,94	49,99
38,97	49,99
38,99	49,99
39,02	49,99
39,04	49,99
39,07	49,99
39,09	49,99
39,12	49,99
39,14	49,99
39,16	49,99
39,19	49,99
39,21	49,99
39,24	49,99
39,26	49,99
39,29	49,99
39,31	49,99
39,34	49,99
39,36	49,99
39,38	49,99
39,41	49,99
39,43	49,99
39,46	49,99
39,48	49,99
39,51	49,99
39,53	49,99
39,56	49,99
39,58	49,99
39,60	49,99
39,63	49,99
39,65	49,99
39,68	49,99
39,70	49,99
39,73	49,99
39,75	49,99
39,78	49,99
39,80	49,99
39,82	49,99
39,85	49,99
39,87	49,99
39,90	49,99
39,92	49,99
39,95	49,99
39,97	49,99
39,99	49,99
40,02	49,99
40,04	49,99
40,07	49,99
40,09	49,99
40,12	49,99
40,14	49,99
40,17	49,99
40,19	49,99
40,21	49,99
40,24	49,99
40,26	49,99
40,29	49,99
40,31	49,99
40,34	49,99
40,36	49,99
40,39	49,99
40,41	49,99
40,43	49,99
40,46	49,99
40,48	49,99
40,51	49,99
40,53	49,99
40,56	49,99
40,58	49,99
40,61	49,99
40,63	49,99
40,65	49,99
40,68	49,99
40,70	49,99
40,73	49,99
40,75	49,99
40,78	49,99
40,80	49,99
40,83	49,99
40,85	49,99
40,87	49,99
40,90	49,99
40,92	49,99
40,95	49,99
40,97	49,99
41,00	49,99
41,02	49,99
41,05	49,99
41,07	49,99
41,09	49,99
41,12	49,99
41,14	49,99
41,17	49,99
41,19	49,99
41,22	49,99
41,24	49,99
41,26	49,99
41,29	49,99
41,31	49,99
41,34	49,99
41,36	49,99
41,39	49,99
41,41	49,99
41,44	49,99
41,46	49,99
41,48	49,99
41,51	49,99
41,53	49,99
41,56	49,99
41,58	49,99
41,61	49,99
41,63	49,99
41,66	49,99
41,68	49,99
41,70	49,99
41,73	49,99
41,75	49,99
41,78	49,99
41,80	49,99
41,83	49,99
41,85	49,99
41,88	49,99
41,90	49,99
41,92	49,99
41,95	49,99
41,97	49,99
42,00	49,99
42,02	49,99
42,05	49,99
42,07	49,99
42,10	49,99
42,12	49,99
42,14	49,99
42,17	49,99
42,19	49,99
42,22	49,99
42,24	49,99
42,27	49,99
42,29	49,99
42,31	49,99
42,34	49,99
42,36	49,99
42,39	49,99
42,41	49,99
42,44	49,99
42,46	49,99
42,49	49,99
42,51	49,99
42,53	49,99
42,56	49,99
42,58	49,99
42,61	49,99
