Voltage U1	Corriente IA
7,00	0,11
7,03	0,12
7,05	0,13
7,08	0,12
7,10	0,12
7,13	0,14
7,15	0,12
7,17	0,12
7,20	0,12
7,22	0,11
7,25	0,12
7,27	0,12
7,30	0,11
7,32	0,13
7,35	0,11
7,37	0,11
7,39	0,13
7,42	0,12
7,44	0,13
7,47	0,12
7,49	0,12
7,52	0,13
7,54	0,14
7,57	0,13
7,59	0,13
7,61	0,13
7,64	0,13
7,66	0,13
7,69	0,13
7,71	0,13
7,74	0,13
7,76	0,13
7,78	0,15
7,81	0,15
7,83	0,15
7,86	0,16
7,88	0,16
7,91	0,17
7,93	0,17
7,96	0,15
7,98	0,15
8,00	0,16
8,03	0,15
8,05	0,15
8,08	0,15
8,10	0,15
8,13	0,18
8,15	0,16
8,18	0,17
8,20	0,16
8,22	0,17
8,25	0,17
8,27	0,16
8,30	0,17
8,32	0,17
8,35	0,18
8,37	0,18
8,40	0,19
8,42	0,21
8,44	0,20
8,47	0,20
8,49	0,19
8,52	0,19
8,54	0,19
8,57	0,17
8,59	0,20
8,62	0,20
8,64	0,22
8,66	0,22
8,69	0,20
8,71	0,20
8,74	0,19
8,76	0,17
8,79	0,17
8,81	0,17
8,84	0,17
8,86	0,20
8,88	0,22
8,91	0,23
8,93	0,25
8,96	0,23
8,98	0,23
9,01	0,23
9,03	0,19
9,05	0,19
9,08	0,17
9,10	0,18
9,13	0,19
9,15	0,20
9,18	0,20
9,20	0,23
9,23	0,24
9,25	0,23
9,27	0,22
9,30	0,21
9,32	0,21
9,35	0,21
9,37	0,19
9,40	0,21
9,42	0,21
9,45	0,23
9,47	0,23
9,49	0,24
9,52	0,25
9,54	0,23
9,57	0,22
9,59	0,22
9,62	0,22
9,64	0,22
9,67	0,21
9,69	0,22
9,71	0,25
9,74	0,27
9,76	0,25
9,79	0,26
9,81	0,26
9,84	0,25
9,86	0,25
9,89	0,23
9,91	0,24
9,93	0,24
9,96	0,25
9,98	0,28
10,01	0,27
10,03	0,28
10,06	0,29
10,08	0,28
10,10	0,30
10,13	0,27
10,15	0,27
10,18	0,27
10,20	0,27
10,23	0,28
10,25	0,29
10,28	0,28
10,30	0,29
10,32	0,32
10,35	0,31
10,37	0,32
10,40	0,32
10,42	0,32
10,45	0,33
10,47	0,33
10,50	0,33
10,52	0,34
10,54	0,33
10,57	0,33
10,59	0,34
10,62	0,35
10,64	0,35
10,67	0,34
10,69	0,33
10,72	0,35
10,74	0,35
10,76	0,35
10,79	0,35
10,81	0,35
10,84	0,37
10,86	0,36
10,89	0,37
10,91	0,37
10,94	0,37
10,96	0,37
10,98	0,37
11,01	0,36
11,03	0,38
11,06	0,39
11,08	0,40
11,11	0,40
11,13	0,41
11,15	0,40
11,18	0,42
11,20	0,42
11,23	0,40
11,25	0,41
11,28	0,40
11,30	0,41
11,33	0,42
11,35	0,43
11,37	0,43
11,40	0,44
11,42	0,45
11,45	0,45
11,47	0,45
11,50	0,44
11,52	0,44
11,55	0,43
11,57	0,43
11,59	0,43
11,62	0,44
11,64	0,45
11,67	0,44
11,69	0,45
11,72	0,47
11,74	0,45
11,77	0,46
11,79	0,47
11,81	0,47
11,84	0,48
11,86	0,48
11,89	0,49
11,91	0,51
11,94	0,52
11,96	0,50
11,99	0,50
12,01	0,50
12,03	0,49
12,06	0,50
12,08	0,50
12,11	0,51
12,13	0,51
12,16	0,52
12,18	0,54
12,21	0,55
12,23	0,55
12,25	0,54
12,28	0,54
12,30	0,54
12,33	0,54
12,35	0,53
12,38	0,53
12,40	0,54
12,42	0,55
12,45	0,57
12,47	0,55
12,50	0,57
12,52	0,57
12,55	0,54
12,57	0,54
12,60	0,52
12,62	0,52
12,64	0,52
12,67	0,49
12,69	0,51
12,72	0,53
12,74	0,54
12,77	0,53
12,79	0,54
12,82	0,55
12,84	0,55
12,86	0,54
12,89	0,52
12,91	0,55
12,94	0,54
12,96	0,53
12,99	0,54
13,01	0,54
13,04	0,57
13,06	0,55
13,08	0,54
13,11	0,54
13,13	0,53
13,16	0,52
13,18	0,52
13,21	0,52
13,23	0,53
13,26	0,54
13,28	0,55
13,30	0,56
13,33	0,58
13,35	0,55
13,38	0,55
13,40	0,53
13,43	0,53
13,45	0,53
13,47	0,50
13,50	0,53
13,52	0,55
13,55	0,57
13,57	0,58
13,60	0,58
13,62	0,60
13,65	0,59
13,67	0,57
13,69	0,55
13,72	0,54
13,74	0,53
13,77	0,53
13,79	0,54
13,82	0,55
13,84	0,57
13,87	0,56
13,89	0,56
13,91	0,58
13,94	0,56
13,96	0,56
13,99	0,53
14,01	0,55
14,04	0,56
14,06	0,56
14,09	0,56
14,11	0,57
14,13	0,60
14,16	0,59
14,18	0,59
14,21	0,57
14,23	0,55
14,26	0,56
14,28	0,55
14,31	0,56
14,33	0,57
14,35	0,58
14,38	0,61
14,40	0,62
14,43	0,63
14,45	0,61
14,48	0,60
14,50	0,61
14,52	0,59
14,55	0,59
14,57	0,58
14,60	0,60
14,62	0,61
14,65	0,63
14,67	0,63
14,70	0,63
14,72	0,64
14,74	0,64
14,77	0,64
14,79	0,64
14,82	0,64
14,84	0,64
14,87	0,65
14,89	0,66
14,92	0,67
14,94	0,66
14,96	0,66
14,99	0,68
15,01	0,69
15,04	0,69
15,06	0,69
15,09	0,68
15,11	0,71
15,14	0,72
15,16	0,70
15,18	0,72
15,21	0,71
15,23	0,72
15,26	0,71
15,28	0,71
15,31	0,72
15,33	0,72
15,36	0,72
15,38	0,74
15,40	0,75
15,43	0,76
15,45	0,77
15,48	0,76
15,50	0,77
15,53	0,78
15,55	0,77
15,57	0,78
15,60	0,77
15,62	0,79
15,65	0,80
15,67	0,78
15,70	0,80
15,72	0,82
15,75	0,83
15,77	0,83
15,79	0,83
15,82	0,84
15,84	0,85
15,87	0,84
15,89	0,83
15,92	0,84
15,94	0,84
15,97	0,85
15,99	0,86
16,01	0,86
16,04	0,88
16,06	0,88
16,09	0,89
16,11	0,91
16,14	0,91
16,16	0,91
16,19	0,91
16,21	0,92
16,23	0,94
16,26	0,94
16,28	0,95
16,31	0,95
16,33	0,96
16,36	0,97
16,38	0,96
16,41	0,95
16,43	0,96
16,45	0,96
16,48	0,95
16,50	0,98
16,53	0,98
16,55	0,99
16,58	1,01
16,60	1,02
16,63	1,02
16,65	1,02
16,67	1,00
16,70	1,00
16,72	1,01
16,75	1,01
16,77	1,01
16,80	1,02
16,82	1,03
16,84	1,06
16,87	1,06
16,89	1,08
16,92	1,06
16,94	1,06
16,97	1,05
16,99	1,02
17,02	1,04
17,04	1,02
17,06	1,01
17,09	1,03
17,11	1,04
17,14	1,06
17,16	1,05
17,19	1,03
17,21	1,03
17,24	1,02
17,26	1,00
17,28	0,98
17,31	1,01
17,33	1,01
17,36	1,02
17,38	1,02
17,41	1,02
17,43	1,05
17,46	1,02
17,48	1,01
17,50	1,00
17,53	1,00
17,55	0,99
17,58	0,99
17,60	1,01
17,63	1,02
17,65	1,03
17,68	1,03
17,70	1,03
17,72	1,04
17,75	1,01
17,77	1,00
17,80	0,98
17,82	0,98
17,85	0,98
17,87	0,96
17,89	0,97
17,92	0,98
17,94	0,99
17,97	0,98
17,99	0,98
18,02	0,98
18,04	0,97
18,07	0,96
18,09	0,95
18,11	0,96
18,14	0,95
18,16	0,95
18,19	0,96
18,21	0,96
18,24	0,98
18,26	0,95
18,29	0,94
18,31	0,96
18,33	0,94
18,36	0,93
18,38	0,92
18,41	0,92
18,43	0,93
18,46	0,94
18,48	0,93
18,51	0,94
18,53	0,96
18,55	0,94
18,58	0,94
18,60	0,92
18,63	0,92
18,65	0,91
18,68	0,89
18,70	0,92
18,73	0,92
18,75	0,93
18,77	0,95
18,80	0,95
18,82	0,98
18,85	0,96
18,87	0,94
18,90	0,94
18,92	0,93
18,94	0,94
18,97	0,93
18,99	0,94
19,02	0,95
19,04	0,98
19,07	0,99
19,09	1,00
19,12	0,99
19,14	0,99
19,16	1,00
19,19	0,99
19,21	1,00
19,24	1,01
19,26	1,01
19,29	1,02
19,31	1,03
19,34	1,05
19,36	1,05
19,38	1,04
19,41	1,05
19,43	1,05
19,46	1,05
19,48	1,05
19,51	1,07
19,53	1,09
19,56	1,09
19,58	1,10
19,60	1,11
19,63	1,14
19,65	1,14
19,68	1,12
19,70	1,16
19,73	1,20
19,75	1,21
19,78	1,22
19,80	1,23
19,82	1,25
19,85	1,26
19,87	1,20
19,90	1,00
19,92	0,85
19,95	0,66
19,97	0,56
19,99	0,51
20,02	0,53
20,04	0,59
20,07	0,82
20,09	1,02
20,12	1,24
20,14	1,38
20,17	1,44
20,19	1,44
20,21	1,42
20,24	1,40
20,26	1,36
20,29	1,32
20,31	1,31
20,34	1,29
20,36	1,30
20,39	1,30
20,41	1,29
20,43	1,29
20,46	1,33
20,48	1,32
20,51	1,35
20,53	1,37
20,56	1,36
20,58	1,36
20,61	1,40
20,63	1,37
20,65	1,39
20,68	1,38
20,70	1,37
20,73	1,39
20,75	1,39
20,78	1,40
20,80	1,40
20,83	1,40
20,85	1,30
20,87	1,25
20,90	1,18
20,92	1,06
20,95	0,96
20,97	0,92
21,00	0,90
21,02	1,01
21,05	1,06
21,07	1,15
21,09	1,28
21,12	1,38
21,14	1,41
21,17	1,43
21,19	1,42
21,22	1,42
21,24	1,44
21,26	1,42
21,29	1,43
21,31	1,42
21,34	1,42
21,36	1,42
21,39	1,41
21,41	1,43
21,44	1,43
21,46	1,44
21,48	1,45
21,51	1,47
21,53	1,49
21,56	1,48
21,58	1,48
21,61	1,47
21,63	1,49
21,66	1,47
21,68	1,46
21,70	1,47
21,73	1,48
21,75	1,50
21,78	1,49
21,80	1,49
21,83	1,51
21,85	1,49
21,88	1,50
21,90	1,50
21,92	1,49
21,95	1,49
21,97	1,50
22,00	1,51
22,02	1,54
22,05	1,55
22,07	1,54
22,10	1,54
22,12	1,54
22,14	1,52
22,17	1,51
22,19	1,47
22,22	1,48
22,24	1,49
22,27	1,49
22,29	1,50
22,31	1,50
22,34	1,51
22,36	1,51
22,39	1,50
22,41	1,48
22,44	1,46
22,46	1,46
22,49	1,43
22,51	1,43
22,53	1,43
22,56	1,44
22,58	1,44
22,61	1,45
22,63	1,46
22,66	1,43
22,68	1,43
22,71	1,42
22,73	1,41
22,75	1,40
22,78	1,38
22,80	1,39
22,83	1,40
22,85	1,41
22,88	1,39
22,90	1,38
22,93	1,39
22,95	1,37
22,97	1,36
23,00	1,34
23,02	1,35
23,05	1,35
23,07	1,33
23,10	1,35
23,12	1,36
23,15	1,37
23,17	1,35
23,19	1,34
23,22	1,34
23,24	1,33
23,27	1,32
23,29	1,31
23,32	1,32
23,34	1,35
23,36	1,36
23,39	1,39
23,41	1,40
23,44	1,43
23,46	1,45
23,49	1,42
23,51	1,42
23,54	1,49
23,56	1,50
23,58	1,51
23,61	1,55
23,63	1,65
23,66	1,75
23,68	1,79
23,71	1,71
23,73	1,75
23,76	1,70
23,78	1,66
23,80	1,56
23,83	1,47
23,85	1,45
23,88	1,44
23,90	1,58
23,93	1,54
23,95	1,57
23,98	1,58
24,00	1,59
24,02	1,61
24,05	1,62
24,07	1,46
24,10	1,52
24,12	1,49
24,15	1,47
24,17	1,45
24,20	1,42
24,22	1,41
24,24	1,40
24,27	1,37
24,29	1,41
24,32	1,42
24,34	1,42
24,37	1,44
24,39	1,43
24,42	1,45
24,44	1,48
24,46	1,46
24,49	1,48
24,51	1,50
24,54	1,52
24,56	1,56
24,59	1,57
24,61	1,57
24,63	1,59
24,66	1,59
24,68	1,60
24,71	1,62
24,73	1,62
24,76	1,64
24,78	1,64
24,81	1,66
24,83	1,69
24,85	1,68
24,88	1,70
24,90	1,71
24,93	1,72
24,95	1,74
24,98	1,74
25,00	1,77
25,03	1,80
25,05	1,80
25,07	1,82
25,10	1,83
25,12	1,83
25,15	1,85
25,17	1,86
25,20	1,87
25,22	1,89
25,25	1,90
25,27	1,91
25,29	1,95
25,32	1,96
25,34	1,97
25,37	1,97
25,39	1,97
25,42	1,98
25,44	1,99
25,47	2,00
25,49	2,00
25,51	2,02
25,54	2,04
25,56	2,06
25,59	2,07
25,61	2,08
25,64	2,09
25,66	2,08
25,68	2,10
25,71	2,08
25,73	2,11
25,76	2,10
25,78	2,11
25,81	2,14
25,83	2,16
25,86	2,17
25,88	2,17
25,90	2,19
25,93	2,23
25,95	2,21
25,98	2,22
26,00	2,21
26,03	2,24
26,05	2,24
26,08	2,23
26,10	2,25
26,12	2,26
26,15	2,29
26,17	2,28
26,20	2,27
26,22	2,30
26,25	2,29
26,27	2,29
26,30	2,28
26,32	2,28
26,34	2,29
26,37	2,30
26,39	2,31
26,42	2,32
26,44	2,34
26,47	2,32
26,49	2,32
26,52	2,32
26,54	2,30
26,56	2,30
26,59	2,25
26,61	2,27
26,64	2,29
26,66	2,29
26,69	2,30
26,71	2,30
26,73	2,31
26,76	2,31
26,78	2,28
26,81	2,26
26,83	2,26
26,86	2,23
26,88	2,21
26,91	2,23
26,93	2,23
26,95	2,25
26,98	2,23
27,00	2,23
27,03	2,25
27,05	2,21
27,08	2,21
27,10	2,18
27,13	2,18
27,15	2,17
27,17	2,15
27,20	2,15
27,22	2,16
27,25	2,15
27,27	2,12
27,30	2,12
27,32	2,10
27,35	2,08
27,37	2,06
27,39	2,03
27,42	2,04
27,44	2,03
27,47	2,07
27,49	2,10
27,52	2,10
27,54	2,11
27,57	2,08
27,59	2,06
27,61	2,06
27,64	1,98
27,66	1,96
27,69	1,93
27,71	1,93
27,74	1,93
27,76	1,94
27,78	1,95
27,81	1,94
27,83	1,95
27,86	1,94
27,88	1,92
27,91	1,92
27,93	1,90
27,96	1,90
27,98	1,88
28,00	1,90
28,03	1,89
28,05	1,89
28,08	1,89
28,10	1,91
28,13	1,91
28,15	1,91
28,18	1,90
28,20	1,90
28,22	1,91
28,25	1,92
28,27	1,90
28,30	1,91
28,32	1,91
28,35	1,92
28,37	1,92
28,40	1,92
28,42	1,93
28,44	1,92
28,47	1,93
28,49	1,93
28,52	1,94
28,54	1,96
28,57	1,97
28,59	1,97
28,62	1,99
28,64	2,00
28,66	2,00
28,69	2,00
28,71	2,00
28,74	2,00
28,76	2,01
28,79	2,01
28,81	2,03
28,84	2,05
28,86	2,07
28,88	2,08
28,91	2,10
28,93	2,12
28,96	2,13
28,98	2,13
29,01	2,13
29,03	2,14
29,05	2,14
29,08	2,15
29,10	2,16
29,13	2,17
29,15	2,19
29,18	2,19
29,20	2,20
29,23	2,23
29,25	2,24
29,27	2,24
29,30	2,24
29,32	2,26
29,35	2,28
29,37	2,29
29,40	2,30
29,42	2,32
29,45	2,35
29,47	2,36
29,49	2,37
29,52	2,39
29,54	2,40
29,57	2,41
29,59	2,41
29,62	2,43
29,64	2,44
29,67	2,46
29,69	2,49
29,71	2,50
29,74	2,52
29,76	2,52
29,79	2,53
29,81	2,54
29,84	2,54
29,86	2,54
29,89	2,55
29,91	2,56
29,93	2,59
29,96	2,62
29,98	2,63
30,01	2,65
30,03	2,66
30,06	2,66
30,08	2,69
30,10	2,68
30,13	2,70
30,15	2,70
30,18	2,71
30,20	2,75
30,23	2,77
30,25	2,80
30,28	2,81
30,30	2,83
30,32	2,85
30,35	2,86
30,37	2,86
30,40	2,85
30,42	2,89
30,45	2,90
30,47	2,91
30,50	2,93
30,52	2,94
30,54	2,97
30,57	2,97
30,59	2,96
30,62	2,97
30,64	2,95
30,67	2,96
30,69	2,96
30,72	2,99
30,74	3,01
30,76	3,02
30,79	3,04
30,81	3,06
30,84	3,08
30,86	3,08
30,89	3,07
30,91	3,06
30,94	3,07
30,96	3,06
30,98	3,06
31,01	3,09
31,03	3,09
31,06	3,12
31,08	3,12
31,11	3,12
31,13	3,14
31,15	3,14
31,18	3,13
31,20	3,11
31,23	3,11
31,25	3,11
31,28	3,10
31,30	3,11
31,33	3,11
31,35	3,13
31,37	3,11
31,40	3,10
31,42	3,12
31,45	3,10
31,47	3,09
31,50	3,06
31,52	3,06
31,55	3,07
31,57	3,07
31,59	3,07
31,62	3,06
31,64	3,07
31,67	3,05
31,69	3,04
31,72	3,01
31,74	2,98
31,77	2,96
31,79	2,93
31,81	2,94
31,84	2,93
31,86	2,93
31,89	2,95
31,91	2,94
31,94	2,94
31,96	2,91
31,99	2,87
32,01	2,84
32,03	2,83
32,06	2,79
32,08	2,77
32,11	2,77
32,13	2,77
32,16	2,79
32,18	2,79
32,20	2,76
32,23	2,77
32,25	2,73
32,28	2,72
32,30	2,70
32,33	2,67
32,35	2,65
32,38	2,62
32,40	2,62
32,42	2,63
32,45	2,62
32,47	2,60
32,50	2,59
32,52	2,58
32,55	2,58
32,57	2,57
32,60	2,55
32,62	2,56
32,64	2,55
32,67	2,54
32,69	2,55
32,72	2,53
32,74	2,54
32,77	2,53
32,79	2,52
32,82	2,52
32,84	2,51
32,86	2,50
32,89	2,51
32,91	2,51
32,94	2,52
32,96	2,52
32,99	2,53
33,01	2,54
33,04	2,56
33,06	2,54
33,08	2,54
33,11	2,53
33,13	2,53
33,16	2,54
33,18	2,52
33,21	2,54
33,23	2,55
33,26	2,57
33,28	2,59
33,30	2,60
33,33	2,62
33,35	2,63
33,38	2,63
33,40	2,63
33,43	2,64
33,45	2,64
33,47	2,64
33,50	2,66
33,52	2,67
33,55	2,70
33,57	2,70
33,60	2,72
33,62	2,75
33,65	2,76
33,67	2,77
33,69	2,76
33,72	2,78
33,74	2,80
33,77	2,81
33,79	2,82
33,82	2,84
33,84	2,86
33,87	2,87
33,89	2,89
33,91	2,90
33,94	2,91
33,96	2,92
33,99	2,94
34,01	2,97
34,04	2,98
34,06	2,99
34,09	3,01
34,11	3,03
34,13	3,05
34,16	3,05
34,18	3,06
34,21	3,08
34,23	3,10
34,26	3,11
34,28	3,12
34,31	3,15
34,33	3,17
34,35	3,20
34,38	3,22
34,40	3,26
34,43	3,27
34,45	3,28
34,48	3,29
34,50	3,29
34,52	3,32
34,55	3,32
34,57	3,33
34,60	3,35
34,62	3,38
34,65	3,43
34,67	3,43
34,70	3,44
34,72	3,45
34,74	3,47
34,77	3,47
34,79	3,46
34,82	3,48
34,84	3,51
34,87	3,53
34,89	3,56
34,92	3,58
34,94	3,62
34,96	3,61
34,99	3,63
35,01	3,63
35,04	3,63
35,06	3,64
35,09	3,66
35,11	3,70
35,14	3,73
35,16	3,77
35,18	3,78
35,21	3,81
35,23	3,84
35,26	3,81
35,28	3,82
35,31	3,80
35,33	3,82
35,36	3,84
35,38	3,84
35,40	3,88
35,43	3,91
35,45	3,95
35,48	3,97
35,50	3,96
35,53	3,98
35,55	3,98
35,57	3,97
35,60	3,96
35,62	3,97
35,65	3,98
35,67	3,99
35,70	4,00
35,72	4,02
35,75	4,06
35,77	4,03
35,79	4,03
35,82	4,04
35,84	4,03
35,87	4,03
35,89	4,01
35,92	4,03
35,94	4,05
35,97	4,07
35,99	4,08
36,01	4,08
36,04	4,09
36,06	4,07
36,09	4,06
36,11	4,05
36,14	4,04
36,16	4,02
36,19	4,00
36,21	4,02
36,23	4,03
36,26	4,03
36,28	4,04
36,31	4,00
36,33	4,02
36,36	4,00
36,38	3,98
36,41	3,96
36,43	3,94
36,45	3,93
36,48	3,91
36,50	3,90
36,53	3,89
36,55	3,89
36,58	3,88
36,60	3,86
36,62	3,84
36,65	3,82
36,67	3,81
36,70	3,78
36,72	3,76
36,75	3,73
36,77	3,71
36,80	3,69
36,82	3,69
36,84	3,69
36,87	3,67
36,89	3,64
36,92	3,62
36,94	3,61
36,97	3,59
36,99	3,54
37,02	3,53
37,04	3,50
37,06	3,50
37,09	3,48
37,11	3,46
37,14	3,45
37,16	3,43
37,19	3,41
37,21	3,39
37,24	3,36
37,26	3,35
37,28	3,32
37,31	3,32
37,33	3,31
37,36	3,31
37,38	3,29
37,41	3,29
37,43	3,29
37,46	3,28
37,48	3,27
37,50	3,25
37,53	3,25
37,55	3,25
37,58	3,25
37,60	3,25
37,63	3,25
37,65	3,26
37,68	3,27
37,70	3,26
37,72	3,25
37,75	3,24
37,77	3,23
37,80	3,23
37,82	3,24
37,85	3,23
37,87	3,24
37,89	3,25
37,92	3,26
37,94	3,29
37,97	3,28
37,99	3,28
38,02	3,28
38,04	3,29
38,07	3,30
38,09	3,30
38,11	3,31
38,14	3,33
38,16	3,35
38,19	3,37
38,21	3,38
38,24	3,39
38,26	3,40
38,29	3,42
38,31	3,43
38,33	3,44
38,36	3,46
38,38	3,47
38,41	3,51
38,43	3,52
38,46	3,53
38,48	3,54
38,51	3,56
38,53	3,59
38,55	3,60
38,58	3,61
38,60	3,63
38,63	3,64
38,65	3,66
38,68	3,69
38,70	3,71
38,73	3,74
38,75	3,77
38,77	3,78
38,80	3,82
38,82	3,82
38,85	3,85
38,87	3,86
38,90	3,85
38,92	3,89
38,94	3,90
38,97	3,91
38,99	3,95
39,02	3,98
39,04	4,01
39,07	4,02
39,09	4,03
39,12	4,04
39,14	4,06
39,16	4,07
39,19	4,06
39,21	4,10
39,24	4,12
39,26	4,15
39,29	4,17
39,31	4,19
39,34	4,23
39,36	4,22
39,38	4,23
39,41	4,25
39,43	4,28
39,46	4,30
39,48	4,31
39,51	4,35
39,53	4,38
39,56	4,41
39,58	4,43
39,60	4,45
39,63	4,48
39,65	4,48
39,68	4,50
39,70	4,48
39,73	4,52
39,75	4,55
39,78	4,57
39,80	4,60
39,82	4,63
39,85	4,66
39,87	4,68
39,90	4,70
39,92	4,70
39,95	4,70
39,97	4,71
39,99	4,70
40,02	4,74
40,04	4,76
40,07	4,79
40,09	4,83
40,12	4,85
40,14	4,89
40,17	4,89
40,19	4,90
40,21	4,90
40,24	4,91
40,26	4,91
40,29	4,90
40,31	4,93
40,34	4,96
40,36	5,00
40,39	5,00
40,41	5,01
40,43	5,03
40,46	5,02
40,48	5,03
40,51	5,01
40,53	5,03
40,56	5,04
40,58	5,02
40,61	5,07
40,63	5,08
40,65	5,08
40,68	5,09
40,70	5,07
40,73	5,09
40,75	5,07
40,78	5,07
40,80	5,06
40,83	5,06
40,85	5,06
40,87	5,08
40,90	5,08
40,92	5,09
40,95	5,09
40,97	5,07
41,00	5,07
41,02	5,05
41,05	5,02
41,07	5,02
41,09	4,99
41,12	4,99
41,14	4,99
41,17	4,98
41,19	4,97
41,22	4,98
41,24	4,97
41,26	4,95
41,29	4,92
41,31	4,90
41,34	4,90
41,36	4,87
41,39	4,83
41,41	4,82
41,44	4,79
41,46	4,79
41,48	4,77
41,51	4,75
41,53	4,73
41,56	4,69
41,58	4,67
41,61	4,65
41,63	4,63
41,66	4,61
41,68	4,58
41,70	4,57
41,73	4,56
41,75	4,55
41,78	4,51
41,80	4,49
41,83	4,45
41,85	4,42
41,88	4,39
41,90	4,35
41,92	4,34
41,95	4,32
41,97	4,30
42,00	4,30
42,02	4,28
42,05	4,28
42,07	4,26
42,10	4,23
42,12	4,21
42,14	4,18
42,17	4,15
42,19	4,13
42,22	4,12
42,24	4,11
42,27	4,11
42,29	4,10
42,31	4,09
42,34	4,11
42,36	4,09
42,39	4,08
42,41	4,07
42,44	4,06
42,46	4,06
42,49	4,05
42,51	4,05
42,53	4,06
42,56	4,06
42,58	4,06
42,61	4,07
