Voltage U1	Corriente IA
7,00	2,09
7,03	1,63
7,05	1,72
7,08	1,59
7,10	1,57
7,13	1,88
7,15	1,85
7,17	2,25
7,20	1,84
7,22	1,86
7,25	1,69
7,27	1,61
7,30	1,69
7,32	1,44
7,35	1,68
7,37	1,63
7,39	1,69
7,42	1,83
7,44	1,82
7,47	2,24
7,49	1,96
7,52	2,03
7,54	1,82
7,57	1,79
7,59	1,90
7,61	1,72
7,64	2,15
7,66	2,12
7,69	2,40
7,71	2,38
7,74	2,38
7,76	2,71
7,78	2,42
7,81	2,56
7,83	2,21
7,86	2,33
7,88	2,43
7,91	2,38
7,93	2,91
7,96	2,90
7,98	3,40
8,00	3,19
8,03	3,22
8,05	3,37
8,08	3,13
8,10	3,34
8,13	2,90
8,15	3,26
8,18	3,33
8,20	3,41
8,22	3,93
8,25	3,94
8,27	4,68
8,30	4,26
8,32	4,36
8,35	4,18
8,37	4,06
8,40	4,32
8,42	3,90
8,44	4,56
8,47	4,60
8,49	4,98
8,52	5,30
8,54	5,31
8,57	6,19
8,59	5,64
8,62	5,86
8,64	5,29
8,66	5,38
8,69	5,59
8,71	5,29
8,74	6,23
8,76	6,18
8,79	6,97
8,81	6,86
8,84	6,93
8,86	7,59
8,88	7,07
8,91	7,46
8,93	6,64
8,96	7,10
8,98	7,28
9,01	7,21
9,03	8,24
9,05	8,21
9,08	9,44
9,10	8,82
9,13	8,98
9,15	9,16
9,18	8,76
9,20	9,22
9,23	8,35
9,25	9,34
9,27	9,36
9,30	9,76
9,32	10,58
9,35	10,54
9,37	12,10
9,40	11,15
9,42	11,51
9,45	10,98
9,47	10,89
9,49	11,44
9,52	10,66
9,54	12,18
9,57	12,14
9,59	13,16
9,62	13,36
9,64	13,42
9,67	14,78
9,69	13,69
9,71	14,23
9,74	13,03
9,76	13,49
9,79	13,93
9,81	13,53
9,84	15,45
9,86	15,44
9,89	17,13
9,91	16,51
9,93	16,65
9,96	16,31
9,98	16,03
10,01	16,40
10,03	15,39
10,06	17,17
10,08	17,63
10,10	18,05
10,13	19,23
10,15	19,52
10,18	20,76
10,20	20,38
10,23	20,87
10,25	20,97
10,28	20,81
10,30	21,54
10,32	21,05
10,35	22,31
10,37	22,67
10,40	23,65
10,42	24,58
10,45	24,91
10,47	26,51
10,50	25,97
10,52	26,51
10,54	26,06
10,57	26,37
10,59	26,90
10,62	26,56
10,64	28,12
10,67	28,46
10,69	29,91
10,72	30,19
10,74	30,56
10,76	31,85
10,79	31,20
10,81	31,80
10,84	30,95
10,86	31,78
10,89	32,19
10,91	32,05
10,94	33,71
10,96	33,78
10,98	35,42
11,01	34,88
11,03	35,20
11,06	36,47
11,08	33,75
11,11	34,16
11,13	31,24
11,15	30,99
11,18	30,38
11,20	30,57
11,23	32,13
11,25	31,70
11,28	34,56
11,30	31,81
11,33	32,13
11,35	30,71
11,37	29,90
11,40	30,19
11,42	27,96
11,45	30,35
11,47	29,79
11,50	31,12
11,52	31,46
11,55	31,36
11,57	33,56
11,59	31,14
11,62	31,71
11,64	29,47
11,67	29,67
11,69	29,80
11,72	28,53
11,74	31,03
11,77	30,52
11,79	32,67
11,81	31,64
11,84	31,64
11,86	32,33
11,89	30,32
11,91	30,71
11,94	28,14
11,96	29,10
11,99	28,72
12,01	28,22
12,03	29,91
12,06	29,38
12,08	31,60
12,11	29,73
12,13	29,82
12,16	29,04
12,18	27,87
12,21	27,93
12,23	25,88
12,25	27,44
12,28	26,90
12,30	27,41
12,33	27,78
12,35	27,55
12,38	29,34
12,40	27,64
12,42	28,09
12,45	26,98
12,47	26,77
12,50	26,81
12,52	25,67
12,55	27,47
12,57	27,35
12,60	28,78
12,62	28,66
12,64	28,68
12,67	29,52
12,69	28,18
12,72	28,64
12,74	27,34
12,77	27,89
12,79	27,87
12,82	27,40
12,84	28,92
12,86	28,75
12,89	30,69
12,91	30,14
12,94	30,40
12,96	30,40
12,99	29,47
13,01	29,94
13,04	28,77
13,06	30,16
13,08	30,35
13,11	30,73
13,13	31,53
13,16	31,57
13,18	33,48
13,21	32,80
13,23	33,45
13,26	33,38
13,28	33,13
13,30	33,50
13,33	32,50
13,35	34,45
13,38	34,56
13,40	35,94
13,43	36,28
13,45	36,53
13,47	37,70
13,50	36,92
13,52	37,83
13,55	37,47
13,57	37,93
13,60	38,37
13,62	37,84
13,65	39,69
13,67	39,87
13,69	42,18
13,72	42,39
13,74	42,96
13,77	43,55
13,79	42,87
13,82	43,85
13,84	43,15
13,87	44,75
13,89	44,75
13,91	44,97
13,94	45,23
13,96	45,42
13,99	46,78
14,01	46,78
14,04	47,53
14,06	47,53
14,09	47,15
14,11	47,15
14,13	46,56
14,16	47,96
14,18	47,97
14,21	49,26
14,23	49,26
14,26	49,59
14,28	49,58
14,31	49,58
14,33	49,73
14,35	49,73
14,38	49,99
14,40	50,00
14,43	50,00
14,45	49,99
14,48	49,99
14,50	49,99
14,52	49,99
14,55	49,99
14,57	49,99
14,60	50,00
14,62	50,00
14,65	49,99
14,67	49,99
14,70	49,99
14,72	49,99
14,74	50,00
14,77	50,00
14,79	49,99
14,82	49,99
14,84	49,99
14,87	49,99
14,89	49,99
14,92	49,99
14,94	49,99
14,96	49,99
14,99	49,99
15,01	49,99
15,04	49,99
15,06	49,99
15,09	49,99
15,11	49,99
15,14	49,99
15,16	49,99
15,18	49,99
15,21	49,99
15,23	49,99
15,26	49,99
15,28	49,99
15,31	49,99
15,33	49,99
15,36	49,99
15,38	49,99
15,40	49,99
15,43	49,99
15,45	49,99
15,48	49,99
15,50	49,99
15,53	49,99
15,55	49,99
15,57	49,99
15,60	49,99
15,62	49,99
15,65	49,99
15,67	49,99
15,70	49,99
15,72	49,99
15,75	49,99
15,77	49,99
15,79	49,99
15,82	49,99
15,84	49,99
15,87	49,99
15,89	49,99
15,92	49,99
15,94	49,99
15,97	49,99
15,99	49,99
16,01	50,00
16,04	50,00
16,06	50,00
16,09	49,99
16,11	49,99
16,14	49,99
16,16	49,99
16,19	50,00
16,21	50,00
16,23	49,99
16,26	49,99
16,28	49,99
16,31	49,99
16,33	49,99
16,36	49,99
16,38	49,99
16,41	49,99
16,43	49,99
16,45	49,99
16,48	49,99
16,50	49,99
16,53	49,99
16,55	49,99
16,58	49,99
16,60	49,99
16,63	49,99
16,65	49,99
16,67	49,99
16,70	49,99
16,72	49,99
16,75	49,99
16,77	49,99
16,80	49,99
16,82	49,99
16,84	49,99
16,87	49,99
16,89	49,99
16,92	49,99
16,94	49,99
16,97	49,99
16,99	49,99
17,02	49,99
17,04	49,99
17,06	49,99
17,09	49,99
17,11	49,99
17,14	49,99
17,16	49,99
17,19	49,99
17,21	49,99
17,24	49,99
17,26	49,99
17,28	49,99
17,31	49,99
17,33	49,99
17,36	49,99
17,38	49,99
17,41	49,99
17,43	49,99
17,46	50,00
17,48	50,00
17,50	50,00
17,53	49,99
17,55	49,99
17,58	49,99
17,60	49,99
17,63	50,00
17,65	50,00
17,68	49,99
17,70	49,99
17,72	49,99
17,75	49,99
17,77	49,99
17,80	49,99
17,82	49,99
17,85	49,99
17,87	49,99
17,89	49,99
17,92	49,99
17,94	49,99
17,97	49,99
17,99	49,99
18,02	49,99
18,04	49,99
18,07	49,99
18,09	49,99
18,11	49,99
18,14	49,99
18,16	49,99
18,19	49,99
18,21	49,99
18,24	49,99
18,26	49,99
18,29	49,99
18,31	49,99
18,33	49,99
18,36	49,99
18,38	49,99
18,41	49,99
18,43	49,99
18,46	49,99
18,48	49,99
18,51	49,99
18,53	49,99
18,55	49,99
18,58	49,99
18,60	50,00
18,63	49,99
18,65	49,99
18,68	49,99
18,70	49,99
18,73	49,99
18,75	49,99
18,77	49,99
18,80	49,99
18,82	49,99
18,85	49,99
18,87	49,99
18,90	49,99
18,92	50,00
18,94	50,00
18,97	49,99
18,99	49,99
19,02	49,99
19,04	49,99
19,07	50,00
19,09	50,00
19,12	49,99
19,14	49,99
19,16	49,99
19,19	49,99
19,21	49,99
19,24	49,99
19,26	49,99
19,29	49,99
19,31	49,99
19,34	49,99
19,36	49,99
19,38	49,99
19,41	49,99
19,43	49,99
19,46	49,99
19,48	49,99
19,51	49,99
19,53	49,99
19,56	49,99
19,58	49,99
19,60	49,99
19,63	49,99
19,65	49,99
19,68	49,99
19,70	49,99
19,73	49,99
19,75	49,99
19,78	49,99
19,80	49,99
19,82	49,99
19,85	49,99
19,87	49,99
19,90	49,99
19,92	49,99
19,95	49,99
19,97	49,99
19,99	49,99
20,02	49,99
20,04	50,00
20,07	49,99
20,09	49,99
20,12	49,99
20,14	49,99
20,17	49,99
20,19	49,99
20,21	49,99
20,24	49,99
20,26	49,99
20,29	49,99
20,31	49,99
20,34	49,99
20,36	50,00
20,39	50,00
20,41	49,99
20,43	49,99
20,46	49,99
20,48	49,99
20,51	49,99
20,53	49,99
20,56	49,99
20,58	49,99
20,61	49,99
20,63	49,99
20,65	49,99
20,68	49,99
20,70	49,99
20,73	49,99
20,75	49,99
20,78	49,99
20,80	49,99
20,83	49,99
20,85	49,99
20,87	49,99
20,90	49,99
20,92	49,99
20,95	49,99
20,97	49,99
21,00	49,99
21,02	49,99
21,05	49,99
21,07	49,99
21,09	49,99
21,12	50,00
21,14	50,00
21,17	50,00
21,19	49,99
21,22	49,99
21,24	49,99
21,26	49,99
21,29	49,99
21,31	50,00
21,34	50,00
21,36	49,99
21,39	49,99
21,41	49,99
21,44	49,99
21,46	49,99
21,48	50,00
21,51	49,99
21,53	49,99
21,56	49,99
21,58	49,99
21,61	49,99
21,63	49,99
21,66	49,99
21,68	49,99
21,70	49,99
21,73	49,99
21,75	49,99
21,78	49,99
21,80	49,99
21,83	49,99
21,85	49,99
21,88	49,99
21,90	49,99
21,92	49,99
21,95	49,99
21,97	49,99
22,00	49,99
22,02	49,99
22,05	49,99
22,07	49,99
22,10	49,99
22,12	49,99
22,14	49,99
22,17	49,99
22,19	49,99
22,22	49,99
22,24	49,99
22,27	49,99
22,29	49,99
22,31	49,99
22,34	49,99
22,36	49,99
22,39	49,99
22,41	49,99
22,44	49,99
22,46	49,99
22,49	49,99
22,51	49,99
22,53	49,99
22,56	50,00
22,58	50,00
22,61	50,00
22,63	49,99
22,66	49,99
22,68	49,99
22,71	49,99
22,73	49,99
22,75	50,00
22,78	50,00
22,80	49,99
22,83	49,99
22,85	49,99
22,88	49,99
22,90	49,99
22,93	50,00
22,95	49,99
22,97	49,99
23,00	49,99
23,02	49,99
23,05	49,99
23,07	49,99
23,10	49,99
23,12	49,99
23,15	49,99
23,17	49,99
23,19	49,99
23,22	49,99
23,24	49,99
23,27	49,99
23,29	49,99
23,32	49,99
23,34	49,99
23,36	49,99
23,39	49,99
23,41	49,99
23,44	49,99
23,46	49,99
23,49	49,99
23,51	49,99
23,54	49,99
23,56	49,99
23,58	49,99
23,61	49,99
23,63	49,99
23,66	49,99
23,68	49,99
23,71	50,00
23,73	49,99
23,76	49,99
23,78	49,99
23,80	49,99
23,83	49,99
23,85	49,99
23,88	49,99
23,90	49,99
23,93	49,99
23,95	49,99
23,98	49,99
24,00	49,99
24,02	50,00
24,05	50,00
24,07	49,99
24,10	49,99
24,12	49,99
24,15	49,99
24,17	49,99
24,20	50,00
24,22	50,00
24,24	49,99
24,27	49,99
24,29	49,99
24,32	49,99
24,34	49,99
24,37	49,99
24,39	49,99
24,42	49,99
24,44	49,99
24,46	49,99
24,49	49,99
24,51	49,99
24,54	49,99
24,56	49,99
24,59	49,99
24,61	49,99
24,63	49,99
24,66	49,99
24,68	49,99
24,71	49,99
24,73	49,99
24,76	49,99
24,78	49,99
24,81	49,99
24,83	49,99
24,85	49,99
24,88	49,99
24,90	49,99
24,93	49,99
24,95	49,99
24,98	49,99
25,00	49,99
25,03	49,99
25,05	49,99
25,07	49,99
25,10	49,99
25,12	49,99
25,15	50,00
25,17	49,99
25,20	49,99
25,22	49,99
25,25	49,99
25,27	49,99
25,29	49,99
25,32	49,99
25,34	49,99
25,37	49,99
25,39	49,99
25,42	49,99
25,44	49,99
25,47	50,00
25,49	50,00
25,51	49,99
25,54	49,99
25,56	49,99
25,59	49,99
25,61	49,99
25,64	49,99
25,66	49,99
25,68	49,99
25,71	49,99
25,73	49,99
25,76	49,99
25,78	49,99
25,81	49,99
25,83	49,99
25,86	49,99
25,88	49,99
25,90	49,99
25,93	49,99
25,95	50,00
25,98	50,00
26,00	49,99
26,03	49,99
26,05	49,99
26,08	49,99
26,10	50,00
26,12	50,00
26,15	50,00
26,17	49,99
26,20	49,99
26,22	49,99
26,25	49,99
26,27	49,99
26,30	49,99
26,32	49,99
26,34	49,99
26,37	49,99
26,39	49,99
26,42	49,99
26,44	49,99
26,47	49,99
26,49	49,99
26,52	49,99
26,54	49,99
26,56	49,99
26,59	49,99
26,61	49,99
26,64	49,99
26,66	49,99
26,69	49,99
26,71	49,99
26,73	49,99
26,76	49,99
26,78	49,99
26,81	49,99
26,83	49,99
26,86	49,99
26,88	49,99
26,91	49,99
26,93	49,99
26,95	49,99
26,98	49,99
27,00	49,99
27,03	49,99
27,05	49,99
27,08	49,99
27,10	49,99
27,13	49,99
27,15	49,99
27,17	49,99
27,20	50,00
27,22	50,00
27,25	49,99
27,27	49,99
27,30	49,99
27,32	49,99
27,35	49,99
27,37	49,99
27,39	50,00
27,42	50,00
27,44	49,99
27,47	49,99
27,49	49,99
27,52	49,99
27,54	50,00
27,57	50,00
27,59	50,00
27,61	49,99
27,64	49,99
27,66	49,99
27,69	49,99
27,71	49,99
27,74	49,99
27,76	49,99
27,78	49,99
27,81	49,99
27,83	49,99
27,86	49,99
27,88	49,99
27,91	49,99
27,93	49,99
27,96	49,99
27,98	49,99
28,00	49,99
28,03	49,99
28,05	49,99
28,08	49,99
28,10	49,99
28,13	49,99
28,15	49,99
28,18	49,99
28,20	49,99
28,22	49,99
28,25	49,99
28,27	49,99
28,30	49,99
28,32	49,99
28,35	49,99
28,37	49,99
28,40	49,99
28,42	49,99
28,44	49,99
28,47	49,99
28,49	49,99
28,52	49,99
28,54	49,99
28,57	49,99
28,59	49,99
28,62	49,99
28,64	49,99
28,66	49,99
28,69	49,99
28,71	49,99
28,74	49,99
28,76	49,99
28,79	49,99
28,81	50,00
28,84	50,00
28,86	50,00
28,88	49,99
28,91	49,99
28,93	49,99
28,96	49,99
28,98	50,00
29,01	50,00
29,03	50,00
29,05	49,99
29,08	49,99
29,10	49,99
29,13	49,99
29,15	49,99
29,18	49,99
29,20	49,99
29,23	49,99
29,25	49,99
29,27	49,99
29,30	49,99
29,32	49,99
29,35	49,99
29,37	49,99
29,40	49,99
29,42	49,99
29,45	49,99
29,47	49,99
29,49	49,99
29,52	49,99
29,54	49,99
29,57	49,99
29,59	49,99
29,62	49,99
29,64	49,99
29,67	49,99
29,69	49,99
29,71	49,99
29,74	49,99
29,76	49,99
29,79	49,99
29,81	49,99
29,84	49,99
29,86	49,99
29,89	49,99
29,91	49,99
29,93	49,99
29,96	49,99
29,98	49,99
30,01	49,99
30,03	49,99
30,06	49,99
30,08	49,99
30,10	49,99
30,13	49,99
30,15	49,99
30,18	49,99
30,20	49,99
30,23	49,99
30,25	50,00
30,28	50,00
30,30	50,00
30,32	49,99
30,35	49,99
30,37	49,99
30,40	49,99
30,42	50,00
30,45	50,00
30,47	49,99
30,50	49,99
30,52	49,99
30,54	49,99
30,57	49,99
30,59	49,99
30,62	49,99
30,64	49,99
30,67	49,99
30,69	49,99
30,72	49,99
30,74	49,99
30,76	49,99
30,79	49,99
30,81	49,99
30,84	49,99
30,86	49,99
30,89	49,99
30,91	49,99
30,94	49,99
30,96	49,99
30,98	49,99
31,01	49,99
31,03	49,99
31,06	49,99
31,08	49,99
31,11	49,99
31,13	49,99
31,15	49,99
31,18	49,99
31,20	49,99
31,23	49,99
31,25	49,99
31,28	49,99
31,30	49,99
31,33	49,99
31,35	49,99
31,37	49,99
31,40	50,00
31,42	49,99
31,45	49,99
31,47	49,99
31,50	49,99
31,52	49,99
31,55	49,99
31,57	49,99
31,59	49,99
31,62	49,99
31,64	49,99
31,67	49,99
31,69	49,99
31,72	50,00
31,74	50,00
31,77	49,99
31,79	49,99
31,81	49,99
31,84	49,99
31,86	50,00
31,89	50,00
31,91	49,99
31,94	49,99
31,96	49,99
31,99	49,99
32,01	49,99
32,03	49,99
32,06	49,99
32,08	49,99
32,11	49,99
32,13	49,99
32,16	49,99
32,18	49,99
32,20	49,99
32,23	49,99
32,25	49,99
32,28	49,99
32,30	49,99
32,33	49,99
32,35	49,99
32,38	49,99
32,40	49,99
32,42	49,99
32,45	49,99
32,47	49,99
32,50	49,99
32,52	49,99
32,55	49,99
32,57	49,99
32,60	49,99
32,62	49,99
32,64	49,99
32,67	49,99
32,69	49,99
32,72	49,99
32,74	49,99
32,77	49,99
32,79	49,99
32,82	49,99
32,84	50,00
32,86	49,99
32,89	49,99
32,91	49,99
32,94	49,99
32,96	49,99
32,99	49,99
33,01	49,99
33,04	49,99
33,06	49,99
33,08	49,99
33,11	49,99
33,13	49,99
33,16	50,00
33,18	50,00
33,21	49,99
33,23	49,99
33,26	49,99
33,28	49,99
33,30	49,99
33,33	49,99
33,35	49,99
33,38	49,99
33,40	49,99
33,43	49,99
33,45	49,99
33,47	49,99
33,50	49,99
33,52	49,99
33,55	49,99
33,57	49,99
33,60	49,99
33,62	49,99
33,65	49,99
33,67	49,99
33,69	49,99
33,72	49,99
33,74	49,99
33,77	49,99
33,79	49,99
33,82	49,99
33,84	49,99
33,87	49,99
33,89	49,99
33,91	49,99
33,94	49,99
33,96	49,99
33,99	49,99
34,01	49,99
34,04	49,99
34,06	49,99
34,09	49,99
34,11	49,99
34,13	49,99
34,16	49,99
34,18	49,99
34,21	49,99
34,23	49,99
34,26	49,99
34,28	49,99
34,31	49,99
34,33	49,99
34,35	49,99
34,38	49,99
34,40	49,99
34,43	49,99
34,45	49,99
34,48	49,99
34,50	49,99
34,52	49,99
34,55	50,00
34,57	50,00
34,60	50,00
34,62	50,00
34,65	49,99
34,67	49,99
34,70	49,99
34,72	49,99
34,74	50,00
34,77	50,00
34,79	49,99
34,82	49,99
